Notes,State,State Code,Year,Year Code,Gender,Gender Code,Deaths,Population,Crude Rate
,Pennsylvania,42,2016,2016,Male,M,1676,6261194,26.8
Total,Pennsylvania,42,2016,2016,,,2374,12784227,18.6
,Pennsylvania,42,2017,2017,Female,F,794,6534208,12.2
,Pennsylvania,42,2017,2017,Male,M,1935,6271329,30.9
Total,Pennsylvania,42,2017,2017,,,2729,12805537,21.3
,Pennsylvania,42,2018,2018,Female,F,940,6532400,14.4
,Pennsylvania,42,2018,2018,Male,M,2232,6274660,35.6
Total,Pennsylvania,42,2018,2018,,,3172,12807060,24.8
,Pennsylvania,42,2019,2019,Female,F,985,6527628,15.1
,Pennsylvania,42,2019,2019,Male,M,2390,6274361,38.1
Total,Pennsylvania,42,2019,2019,,,3375,12801989,26.4
,Pennsylvania,42,2020,2020,Female,F,1232,6516212,18.9
,Pennsylvania,42,2020,2020,Male,M,3039,6267042,48.5
Total,Pennsylvania,42,2020,2020,,,4271,12783254,33.4
Total,Pennsylvania,42,,,,,19646,102345580,19.2
,Rhode Island,44,2013,2013,Female,F,59,542084,10.9
,Rhode Island,44,2013,2013,Male,M,149,509427,29.2
Total,Rhode Island,44,2013,2013,,,208,1051511,19.8
,Rhode Island,44,2014,2014,Female,F,67,543810,12.3
,Rhode Island,44,2014,2014,Male,M,149,511363,29.1
Total,Rhode Island,44,2014,2014,,,216,1055173,20.5
,Rhode Island,44,2015,2015,Female,F,79,544349,14.5
,Rhode Island,44,2015,2015,Male,M,197,511949,38.5
Total,Rhode Island,44,2015,2015,,,276,1056298,26.1
,Rhode Island,44,2016,2016,Female,F,91,543345,16.7
,Rhode Island,44,2016,2016,Male,M,214,513081,41.7
Total,Rhode Island,44,2016,2016,,,305,1056426,28.9
,Rhode Island,44,2017,2017,Female,F,96,544648,17.6
,Rhode Island,44,2017,2017,Male,M,201,514991,39
Total,Rhode Island,44,2017,2017,,,297,1059639,28
,Rhode Island,44,2018,2018,Female,F,70,542983,12.9
,Rhode Island,44,2018,2018,Male,M,224,514332,43.6
Total,Rhode Island,44,2018,2018,,,294,1057315,27.8
,Rhode Island,44,2019,2019,Female,F,78,543686,14.3
,Rhode Island,44,2019,2019,Male,M,203,515675,39.4
Total,Rhode Island,44,2019,2019,,,281,1059361,26.5
,Rhode Island,44,2020,2020,Female,F,91,542433,16.8
,Rhode Island,44,2020,2020,Male,M,281,514692,54.6
Total,Rhode Island,44,2020,2020,,,372,1057125,35.2
Total,Rhode Island,44,,,,,2249,8452848,26.6
,South Carolina,45,2013,2013,Female,F,122,2451720,5
,South Carolina,45,2013,2013,Male,M,172,2323119,7.4
Total,South Carolina,45,2013,2013,,,294,4774839,6.2
,South Carolina,45,2014,2014,Female,F,245,2483088,9.9
,South Carolina,45,2014,2014,Male,M,320,2349394,13.6
Total,South Carolina,45,2014,2014,,,565,4832482,11.7
,South Carolina,45,2015,2015,Female,F,264,2517178,10.5
,South Carolina,45,2015,2015,Male,M,376,2378968,15.8
Total,South Carolina,45,2015,2015,,,640,4896146,13.1
,South Carolina,45,2016,2016,Female,F,270,2553185,10.6
,South Carolina,45,2016,2016,Male,M,463,2407934,19.2
Total,South Carolina,45,2016,2016,,,733,4961119,14.8
,South Carolina,45,2017,2017,Female,F,324,2586682,12.5
,South Carolina,45,2017,2017,Male,M,565,2437687,23.2
Total,South Carolina,45,2017,2017,,,889,5024369,17.7
,South Carolina,45,2018,2018,Female,F,356,2620801,13.6
,South Carolina,45,2018,2018,Male,M,649,2463326,26.3
Total,South Carolina,45,2018,2018,,,1005,5084127,19.8
,South Carolina,45,2019,2019,Female,F,339,2655575,12.8
,South Carolina,45,2019,2019,Male,M,685,2493139,27.5
Total,South Carolina,45,2019,2019,,,1024,5148714,19.9
,South Carolina,45,2020,2020,Female,F,509,2694628,18.9
,South Carolina,45,2020,2020,Male,M,1103,2523412,43.7
Total,South Carolina,45,2020,2020,,,1612,5218040,30.9
Total,South Carolina,45,,,,,6762,39939836,16.9
,South Dakota,46,2013,2013,Female,F,22,420499,5.2
,South Dakota,46,2013,2013,Male,M,19,424378,Unreliable
Total,South Dakota,46,2013,2013,,,41,844877,4.9
,South Dakota,46,2014,2014,Female,F,21,423862,5
,South Dakota,46,2014,2014,Male,M,22,429313,5.1
Total,South Dakota,46,2014,2014,,,43,853175,5
,South Dakota,46,2015,2015,Female,F,15,426493,Unreliable
,South Dakota,46,2015,2015,Male,M,22,431976,5.1
Total,South Dakota,46,2015,2015,,,37,858469,4.3
,South Dakota,46,2016,2016,Female,F,23,429182,5.4
,South Dakota,46,2016,2016,Male,M,32,436272,7.3
Total,South Dakota,46,2016,2016,,,55,865454,6.4
,South Dakota,46,2017,2017,Female,F,20,430706,4.6
,South Dakota,46,2017,2017,Male,M,34,438960,7.7
Total,South Dakota,46,2017,2017,,,54,869666,6.2
,South Dakota,46,2018,2018,Female,F,13,436704,Unreliable
,South Dakota,46,2018,2018,Male,M,30,445531,6.7
Total,South Dakota,46,2018,2018,,,43,882235,4.9
,South Dakota,46,2019,2019,Female,F,25,437902,5.7
,South Dakota,46,2019,2019,Male,M,44,446757,9.8
Total,South Dakota,46,2019,2019,,,69,884659,7.8
,South Dakota,46,2020,2020,Female,F,25,442058,5.7
,South Dakota,46,2020,2020,Male,M,44,450659,9.8
Total,South Dakota,46,2020,2020,,,69,892717,7.7
Total,South Dakota,46,,,,,411,6951252,5.9
,Tennessee,47,2013,2013,Female,F,378,3328884,11.4
,Tennessee,47,2013,2013,Male,M,480,3167094,15.2
Total,Tennessee,47,2013,2013,,,858,6495978,13.2
,Tennessee,47,2014,2014,Female,F,375,3357172,11.2
,Tennessee,47,2014,2014,Male,M,561,3192180,17.6
Total,Tennessee,47,2014,2014,,,936,6549352,14.3
,Tennessee,47,2015,2015,Female,F,470,3382838,13.9
,Tennessee,47,2015,2015,Male,M,694,3217461,21.6
Total,Tennessee,47,2015,2015,,,1164,6600299,17.6
,Tennessee,47,2016,2016,Female,F,556,3408679,16.3
,Tennessee,47,2016,2016,Male,M,797,3242515,24.6
Total,Tennessee,47,2016,2016,,,1353,6651194,20.3
,Tennessee,47,2017,2017,Female,F,610,3440018,17.7
,Tennessee,47,2017,2017,Male,M,906,3275966,27.7
Total,Tennessee,47,2017,2017,,,1516,6715984,22.6
,Tennessee,47,2018,2018,Female,F,597,3467086,17.2
,Tennessee,47,2018,2018,Male,M,965,3302924,29.2
Total,Tennessee,47,2018,2018,,,1562,6770010,23.1
,Tennessee,47,2019,2019,Female,F,626,3496935,17.9
,Tennessee,47,2019,2019,Male,M,1249,3332239,37.5
Total,Tennessee,47,2019,2019,,,1875,6829174,27.5
,Tennessee,47,2020,2020,Female,F,908,3528814,25.7
,Tennessee,47,2020,2020,Male,M,1854,3358020,55.2
Total,Tennessee,47,2020,2020,,,2762,6886834,40.1
Total,Tennessee,47,,,,,12026,53498825,22.5
,Texas,48,2013,2013,Female,F,517,13301191,3.9
,Texas,48,2013,2013,Male,M,1041,13147002,7.9
Total,Texas,48,2013,2013,,,1558,26448193,5.9
,Texas,48,2014,2014,Female,F,564,13574572,4.2
,Texas,48,2014,2014,Male,M,1106,13382386,8.3
Total,Texas,48,2014,2014,,,1670,26956958,6.2
,Texas,48,2015,2015,Female,F,646,13831324,4.7
,Texas,48,2015,2015,Male,M,1255,13637790,9.2
Total,Texas,48,2015,2015,,,1901,27469114,6.9
,Texas,48,2016,2016,Female,F,680,14031164,4.8
,Texas,48,2016,2016,Male,M,1450,13831432,10.5
Total,Texas,48,2016,2016,,,2130,27862596,7.6
,Texas,48,2017,2017,Female,F,735,14242803,5.2
,Texas,48,2017,2017,Male,M,1593,14061793,11.3
Total,Texas,48,2017,2017,,,2328,28304596,8.2
,Texas,48,2018,2018,Female,F,693,14441739,4.8
,Texas,48,2018,2018,Male,M,1704,14260106,11.9
Total,Texas,48,2018,2018,,,2397,28701845,8.4
,Texas,48,2019,2019,Female,F,715,14593179,4.9
,Texas,48,2019,2019,Male,M,1865,14402702,12.9
Total,Texas,48,2019,2019,,,2580,28995881,8.9
,Texas,48,2020,2020,Female,F,999,14779708,6.8
,Texas,48,2020,2020,Male,M,2552,14581051,17.5
Total,Texas,48,2020,2020,,,3551,29360759,12.1
Total,Texas,48,,,,,18115,224099942,8.1
,Utah,49,2013,2013,Female,F,188,1441891,13
,Utah,49,2013,2013,Male,M,295,1458981,20.2
Total,Utah,49,2013,2013,,,483,2900872,16.7
,Utah,49,2014,2014,Female,F,204,1463152,13.9
,Utah,49,2014,2014,Male,M,308,1479750,20.8
Total,Utah,49,2014,2014,,,512,2942902,17.4
,Utah,49,2015,2015,Female,F,232,1488819,15.6
,Utah,49,2015,2015,Male,M,301,1507100,20
Total,Utah,49,2015,2015,,,533,2995919,17.8
,Utah,49,2016,2016,Female,F,199,1515323,13.1
,Utah,49,2016,2016,Male,M,322,1535894,21
Total,Utah,49,2016,2016,,,521,3051217,17.1
,Utah,49,2017,2017,Female,F,213,1540145,13.8
,Utah,49,2017,2017,Male,M,335,1561688,21.5
Total,Utah,49,2017,2017,,,548,3101833,17.7
,Utah,49,2018,2018,Female,F,218,1568962,13.9
,Utah,49,2018,2018,Male,M,329,1592143,20.7
Total,Utah,49,2018,2018,,,547,3161105,17.3
,Utah,49,2019,2019,Female,F,183,1591041,11.5
,Utah,49,2019,2019,Male,M,317,1614917,19.6
Total,Utah,49,2019,2019,,,500,3205958,15.6
,Utah,49,2020,2020,Female,F,210,1612139,13
,Utah,49,2020,2020,Male,M,337,1637740,20.6
Total,Utah,49,2020,2020,,,547,3249879,16.8
Total,Utah,49,,,,,4191,24609685,17
,Vermont,50,2013,2013,Female,F,27,317442,8.5
,Vermont,50,2013,2013,Male,M,46,309188,14.9
Total,Vermont,50,2013,2013,,,73,626630,11.6
,Vermont,50,2014,2014,Female,F,25,317713,7.9
,Vermont,50,2014,2014,Male,M,42,308849,13.6
Total,Vermont,50,2014,2014,,,67,626562,10.7
,Vermont,50,2015,2015,Female,F,27,317516,8.5
,Vermont,50,2015,2015,Male,M,57,308526,18.5
Total,Vermont,50,2015,2015,,,84,626042,13.4
,Vermont,50,2016,2016,Female,F,35,316128,11.1
,Vermont,50,2016,2016,Male,M,74,308466,24
Total,Vermont,50,2016,2016,,,109,624594,17.5
,Vermont,50,2017,2017,Female,F,34,315401,10.8
,Vermont,50,2017,2017,Male,M,86,308256,27.9
Total,Vermont,50,2017,2017,,,120,623657,19.2
,Vermont,50,2018,2018,Female,F,52,317047,16.4
,Vermont,50,2018,2018,Male,M,81,309252,26.2
Total,Vermont,50,2018,2018,,,133,626299,21.2
,Vermont,50,2019,2019,Female,F,40,315673,12.7
,Vermont,50,2019,2019,Male,M,83,308316,26.9
Total,Vermont,50,2019,2019,,,123,623989,19.7
,Vermont,50,2020,2020,Female,F,53,315355,16.8
,Vermont,50,2020,2020,Male,M,121,307992,39.3
Total,Vermont,50,2020,2020,,,174,623347,27.9
Total,Vermont,50,,,,,883,5001120,17.7
,Virginia,51,2013,2013,Female,F,250,4198203,6
,Virginia,51,2013,2013,Male,M,440,4062202,10.8
Total,Virginia,51,2013,2013,,,690,8260405,8.4
,Virginia,51,2014,2014,Female,F,286,4231045,6.8
,Virginia,51,2014,2014,Male,M,531,4095244,13
Total,Virginia,51,2014,2014,,,817,8326289,9.8
,Virginia,51,2015,2015,Female,F,294,4258228,6.9
,Virginia,51,2015,2015,Male,M,597,4124765,14.5
Total,Virginia,51,2015,2015,,,891,8382993,10.6
,Virginia,51,2016,2016,Female,F,398,4274994,9.3
,Virginia,51,2016,2016,Male,M,834,4136814,20.2
Total,Virginia,51,2016,2016,,,1232,8411808,14.6
,Virginia,51,2017,2017,Female,F,444,4303293,10.3
,Virginia,51,2017,2017,Male,M,903,4166727,21.7
Total,Virginia,51,2017,2017,,,1347,8470020,15.9
,Virginia,51,2018,2018,Female,F,380,4327037,8.8
,Virginia,51,2018,2018,Male,M,918,4190648,21.9
Total,Virginia,51,2018,2018,,,1298,8517685,15.2
,Virginia,51,2019,2019,Female,F,469,4335262,10.8
,Virginia,51,2019,2019,Male,M,945,4200257,22.5
Total,Virginia,51,2019,2019,,,1414,8535519,16.6
,Virginia,51,2020,2020,Female,F,628,4363032,14.4
,Virginia,51,2020,2020,Male,M,1451,4227531,34.3
Total,Virginia,51,2020,2020,,,2079,8590563,24.2
Total,Virginia,51,,,,,9768,67495282,14.5
,Washington,53,2013,2013,Female,F,317,3488736,9.1
,Washington,53,2013,2013,Male,M,461,3482670,13.2
Total,Washington,53,2013,2013,,,778,6971406,11.2
,Washington,53,2014,2014,Female,F,309,3531595,8.7
,Washington,53,2014,2014,Male,M,494,3529935,14
Total,Washington,53,2014,2014,,,803,7061530,11.4
,Washington,53,2015,2015,Female,F,322,3585353,9
,Washington,53,2015,2015,Male,M,578,3584998,16.1
Total,Washington,53,2015,2015,,,900,7170351,12.6
,Washington,53,2016,2016,Female,F,339,3646600,9.3
,Washington,53,2016,2016,Male,M,565,3641400,15.5
Total,Washington,53,2016,2016,,,904,7288000,12.4
,Washington,53,2017,2017,Female,F,340,3702270,9.2
,Washington,53,2017,2017,Male,M,635,3703473,17.1
Total,Washington,53,2017,2017,,,975,7405743,13.2
,Washington,53,2018,2018,Female,F,309,3765680,8.2
,Washington,53,2018,2018,Male,M,701,3769911,18.6
Total,Washington,53,2018,2018,,,1010,7535591,13.4
,Washington,53,2019,2019,Female,F,362,3802910,9.5
,Washington,53,2019,2019,Male,M,746,3811983,19.6
Total,Washington,53,2019,2019,,,1108,7614893,14.6
,Washington,53,2020,2020,Female,F,462,3840014,12
,Washington,53,2020,2020,Male,M,1086,3853598,28.2
Total,Washington,53,2020,2020,,,1548,7693612,20.1
Total,Washington,53,,,,,8026,58741126,13.7
,West Virginia,54,2013,2013,Female,F,182,938728,19.4
,West Virginia,54,2013,2013,Male,M,339,915576,37
Total,West Virginia,54,2013,2013,,,521,1854304,28.1
,West Virginia,54,2014,2014,Female,F,201,936411,21.5
,West Virginia,54,2014,2014,Male,M,367,913915,40.2
Total,West Virginia,54,2014,2014,,,568,1850326,30.7
,West Virginia,54,2015,2015,Female,F,260,933068,27.9
,West Virginia,54,2015,2015,Male,M,412,911060,45.2
Total,West Virginia,54,2015,2015,,,672,1844128,36.4
,West Virginia,54,2016,2016,Female,F,253,925159,27.3
,West Virginia,54,2016,2016,Male,M,554,905943,61.2
Total,West Virginia,54,2016,2016,,,807,1831102,44.1
,West Virginia,54,2017,2017,Female,F,312,917237,34
,West Virginia,54,2017,2017,Male,M,608,898620,67.7
Total,West Virginia,54,2017,2017,,,920,1815857,50.7
,West Virginia,54,2018,2018,Female,F,261,911492,28.6
,West Virginia,54,2018,2018,Male,M,551,894340,61.6
Total,West Virginia,54,2018,2018,,,812,1805832,45
,West Virginia,54,2019,2019,Female,F,271,904377,30
,West Virginia,54,2019,2019,Male,M,560,887770,63.1
Total,West Virginia,54,2019,2019,,,831,1792147,46.4
,West Virginia,54,2020,2020,Female,F,375,900511,41.6
,West Virginia,54,2020,2020,Male,M,904,884276,102.2
Total,West Virginia,54,2020,2020,,,1279,1784787,71.7
Total,West Virginia,54,,,,,6410,14578483,44
,Wisconsin,55,2013,2013,Female,F,226,2890553,7.8
,Wisconsin,55,2013,2013,Male,M,426,2852160,14.9
Total,Wisconsin,55,2013,2013,,,652,5742713,11.4
,Wisconsin,55,2014,2014,Female,F,256,2898057,8.8
,Wisconsin,55,2014,2014,Male,M,426,2859507,14.9
Total,Wisconsin,55,2014,2014,,,682,5757564,11.8
,Wisconsin,55,2015,2015,Female,F,225,2903737,7.7
,Wisconsin,55,2015,2015,Male,M,445,2867600,15.5
Total,Wisconsin,55,2015,2015,,,670,5771337,11.6
,Wisconsin,55,2016,2016,Female,F,331,2905282,11.4
,Wisconsin,55,2016,2016,Male,M,596,2873426,20.7
Total,Wisconsin,55,2016,2016,,,927,5778708,16
,Wisconsin,55,2017,2017,Female,F,357,2912745,12.3
,Wisconsin,55,2017,2017,Male,M,682,2882738,23.7
Total,Wisconsin,55,2017,2017,,,1039,5795483,17.9
,Wisconsin,55,2018,2018,Female,F,312,2921295,10.7
,Wisconsin,55,2018,2018,Male,M,627,2892273,21.7
Total,Wisconsin,55,2018,2018,,,939,5813568,16.2
,Wisconsin,55,2019,2019,Female,F,335,2925225,11.5
,Wisconsin,55,2019,2019,Male,M,719,2897209,24.8
Total,Wisconsin,55,2019,2019,,,1054,5822434,18.1
,Wisconsin,55,2020,2020,Female,F,411,2928939,14
,Wisconsin,55,2020,2020,Male,M,962,2903716,33.1
Total,Wisconsin,55,2020,2020,,,1373,5832655,23.5
Total,Wisconsin,55,,,,,7336,46314462,15.8
,Wyoming,56,2013,2013,Female,F,22,285380,7.7
,Wyoming,56,2013,2013,Male,M,35,297278,11.8
Total,Wyoming,56,2013,2013,,,57,582658,9.8
,Wyoming,56,2014,2014,Female,F,21,286111,7.3
,Wyoming,56,2014,2014,Male,M,41,298042,13.8
Total,Wyoming,56,2014,2014,,,62,584153,10.6
,Wyoming,56,2015,2015,Female,F,28,287206,9.7
,Wyoming,56,2015,2015,Male,M,32,298901,10.7
Total,Wyoming,56,2015,2015,,,60,586107,10.2
,Wyoming,56,2016,2016,Female,F,29,286559,10.1
,Wyoming,56,2016,2016,Male,M,32,298942,10.7
Total,Wyoming,56,2016,2016,,,61,585501,10.4
,Wyoming,56,2017,2017,Female,F,27,283877,9.5
,Wyoming,56,2017,2017,Male,M,30,295438,10.2
Total,Wyoming,56,2017,2017,,,57,579315,9.8
,Wyoming,56,2018,2018,Female,F,28,283203,9.9
,Wyoming,56,2018,2018,Male,M,30,294534,10.2
Total,Wyoming,56,2018,2018,,,58,577737,10
,Wyoming,56,2019,2019,Female,F,19,284029,Unreliable
,Wyoming,56,2019,2019,Male,M,48,294730,16.3
Total,Wyoming,56,2019,2019,,,67,578759,11.6
,Wyoming,56,2020,2020,Female,F,23,285437,8.1
,Wyoming,56,2020,2020,Male,M,61,296891,20.5
Total,Wyoming,56,2020,2020,,,84,582328,14.4
Total,Wyoming,56,,,,,506,4656558,10.9
Total,,,,,,,406448,2590142486,15.7
---,,,,,,,,,
"Dataset: Multiple Cause of Death, 1999-2020",,,,,,,,,
Query Parameters:,,,,,,,,,
MCD - ICD-10 Codes: T40.0 (Opium); T40.1 (Heroin); T40.2 (Other opioids); T40.3 (Methadone); T40.4 (Other synthetic narcotics);,,,,,,,,,
T40.5 (Cocaine); T40.6 (Other and unspecified narcotics); T40.7 (Cannabis (derivatives)); T40.8 (Lysergide [LSD]); T40.9 (Other,,,,,,,,,
and unspecified psychodysleptics [hallucinogens]); T43.6 (Psychostimulants with abuse potential),,,,,,,,,
UCD - Drug/Alcohol Induced Causes: Drug-induced causes,,,,,,,,,
Year/Month: 2013; 2014; 2015; 2016; 2017; 2018; 2019; 2020,,,,,,,,,
Group By: State; Year; Gender,,,,,,,,,
Show Totals: True,,,,,,,,,
Show Zero Values: True,,,,,,,,,
Show Suppressed: True,,,,,,,,,
"Calculate Rates Per: 100,000",,,,,,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,,,,,
---,,,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,,,,,
---,,,,,,,,,
"Query Date: Feb 2, 2022 10:07:39 PM",,,,,,,,,
---,,,,,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,,,,,
"1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files, 1999-2020, as",,,,,,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on Feb 2, 2022 10:07:39 PM",,,,,,,,,
---,,,,,,,,,
Caveats:,,,,,,,,,
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:",,,,,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision.,,,,,,,,,
2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:,,,,,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality.,,,,,,,,,
3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable.,,,,,,,,,
"4. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020",,,,,,,,,
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the",,,,,,,,,
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for",,,,,,,,,
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS",,,,,,,,,
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the",,,,,,,,,
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race",,,,,,,,,
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The",,,,,,,,,
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal",,,,,,,,,
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident",,,,,,,,,
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are",,,,,,,,,
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,",,,,,,,,,
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012",,,,,,,,,
"postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are bridged-race estimates of the July 1",,,,,,,,,
"resident population, from the county-level postcensal Vintage 2011 series released by NCHS on July 18, 2012. Population figures",,,,,,,,,
"for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are bridged-race estimates of the July 1",,,,,,,,,
"resident population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012.",,,,,,,,,
Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of,,,,,,,,,
July 1 estimates. Population figures for Infant Age Groups are the number of live births. <br/><b>Note:</b> Rates and population,,,,,,,,,
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which",,,,,,,,,
were available at the time of release.,,,,,,,,,
5. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,,,,,
6. Changes to cause of death classification affect reporting trends. More information:,,,,,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#ICD-10 Changes.,,,,,,,,,
