"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2018"	"2018"	"Male"	"M"	372	2364115	15.7
	"Alabama"	"01"	"2019"	"2019"	"Female"	"F"	211	2533668	8.3
	"Alabama"	"01"	"2019"	"2019"	"Male"	"M"	400	2369517	16.9
	"Alabama"	"01"	"2020 "	"2020"	"Female"	"F"	256	2544566	10.1
	"Alabama"	"01"	"2020 "	"2020"	"Male"	"M"	596	2376966	25.1
	"Alaska"	"02"	"1999"	"1999"	"Female"	"F"	16	301266	Unreliable
	"Alaska"	"02"	"1999"	"1999"	"Male"	"M"	19	323513	Unreliable
	"Alaska"	"02"	"2000"	"2000"	"Female"	"F"	17	302820	Unreliable
	"Alaska"	"02"	"2000"	"2000"	"Male"	"M"	19	324112	Unreliable
	"Alaska"	"02"	"2001"	"2001"	"Male"	"M"	16	328135	Unreliable
	"Alaska"	"02"	"2003"	"2003"	"Male"	"M"	17	335380	Unreliable
	"Alaska"	"02"	"2005"	"2005"	"Male"	"M"	18	346026	Unreliable
	"Alaska"	"02"	"2006"	"2006"	"Female"	"F"	10	325121	Unreliable
	"Alaska"	"02"	"2006"	"2006"	"Male"	"M"	26	350181	7.4
	"Alaska"	"02"	"2007"	"2007"	"Male"	"M"	19	353162	Unreliable
	"Alaska"	"02"	"2008"	"2008"	"Female"	"F"	38	329412	11.5
	"Alaska"	"02"	"2008"	"2008"	"Male"	"M"	70	358043	19.6
	"Alaska"	"02"	"2009"	"2009"	"Female"	"F"	42	337002	12.5
	"Alaska"	"02"	"2009"	"2009"	"Male"	"M"	68	361893	18.8
	"Alaska"	"02"	"2010"	"2010"	"Female"	"F"	39	340603	11.5
	"Alaska"	"02"	"2010"	"2010"	"Male"	"M"	48	369628	13.0
	"Alaska"	"02"	"2011"	"2011"	"Female"	"F"	28	347526	8.1
	"Alaska"	"02"	"2011"	"2011"	"Male"	"M"	66	375192	17.6
	"Alaska"	"02"	"2012"	"2012"	"Female"	"F"	39	350211	11.1
	"Alaska"	"02"	"2012"	"2012"	"Male"	"M"	64	381238	16.8
	"Alaska"	"02"	"2013"	"2013"	"Female"	"F"	25	349564	7.2
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	59	385568	15.3
	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	42	349436	12.0
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	61	387296	15.8
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	40	349407	11.4
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	79	389025	20.3
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	45	353762	12.7
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	88	388132	22.7
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	60	353003	17.0
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	90	386792	23.3
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	51	352865	14.5
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	73	384573	19.0
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	36	350127	10.3
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	99	381418	26.0
	"Alaska"	"02"	"2020 "	"2020"	"Female"	"F"	62	349621	17.7
	"Alaska"	"02"	"2020 "	"2020"	"Male"	"M"	117	381537	30.7
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	76	2518299	3.0
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	268	2505524	10.7
	"Arizona"	"04"	"2000"	"2000"	"Female"	"F"	81	2569575	3.2
	"Arizona"	"04"	"2000"	"2000"	"Male"	"M"	259	2561057	10.1
	"Arizona"	"04"	"2001"	"2001"	"Female"	"F"	98	2641676	3.7
	"Arizona"	"04"	"2001"	"2001"	"Male"	"M"	292	2631801	11.1
	"Arizona"	"04"	"2002"	"2002"	"Female"	"F"	138	2704217	5.1
	"Arizona"	"04"	"2002"	"2002"	"Male"	"M"	320	2692038	11.9
	"Arizona"	"04"	"2003"	"2003"	"Female"	"F"	151	2764077	5.5
	"Arizona"	"04"	"2003"	"2003"	"Male"	"M"	327	2746287	11.9
	"Arizona"	"04"	"2004"	"2004"	"Female"	"F"	138	2835606	4.9
	"Arizona"	"04"	"2004"	"2004"	"Male"	"M"	341	2816798	12.1
	"Arizona"	"04"	"2005"	"2005"	"Female"	"F"	194	2930811	6.6
	"Arizona"	"04"	"2005"	"2005"	"Male"	"M"	361	2908266	12.4
	"Arizona"	"04"	"2006"	"2006"	"Female"	"F"	208	3026134	6.9
	"Arizona"	"04"	"2006"	"2006"	"Male"	"M"	463	3003007	15.4
	"Arizona"	"04"	"2007"	"2007"	"Female"	"F"	211	3096998	6.8
	"Arizona"	"04"	"2007"	"2007"	"Male"	"M"	466	3070683	15.2
	"Arizona"	"04"	"2008"	"2008"	"Female"	"F"	213	3155278	6.8
	"Arizona"	"04"	"2008"	"2008"	"Male"	"M"	401	3125084	12.8
	"Arizona"	"04"	"2009"	"2009"	"Female"	"F"	273	3189908	8.6
	"Arizona"	"04"	"2009"	"2009"	"Male"	"M"	485	3153246	15.4
	"Arizona"	"04"	"2010"	"2010"	"Female"	"F"	292	3216194	9.1
	"Arizona"	"04"	"2010"	"2010"	"Male"	"M"	496	3175823	15.6
	"Arizona"	"04"	"2011"	"2011"	"Female"	"F"	279	3258634	8.6
	"Arizona"	"04"	"2011"	"2011"	"Male"	"M"	466	3223871	14.5
	"Arizona"	"04"	"2012"	"2012"	"Female"	"F"	268	3294772	8.1
	"Arizona"	"04"	"2012"	"2012"	"Male"	"M"	458	3258483	14.1
	"Arizona"	"04"	"2013"	"2013"	"Female"	"F"	266	3331505	8.0
	"Arizona"	"04"	"2013"	"2013"	"Male"	"M"	486	3295119	14.7
	"Arizona"	"04"	"2014"	"2014"	"Female"	"F"	274	3387637	8.1
	"Arizona"	"04"	"2014"	"2014"	"Male"	"M"	553	3343847	16.5
	"Arizona"	"04"	"2015"	"2015"	"Female"	"F"	358	3436575	10.4
	"Arizona"	"04"	"2015"	"2015"	"Male"	"M"	626	3391490	18.5
	"Arizona"	"04"	"2016"	"2016"	"Female"	"F"	381	3488176	10.9
	"Arizona"	"04"	"2016"	"2016"	"Male"	"M"	796	3442895	23.1
	"Arizona"	"04"	"2017"	"2017"	"Female"	"F"	431	3527969	12.2
	"Arizona"	"04"	"2017"	"2017"	"Male"	"M"	999	3488301	28.6
	"Arizona"	"04"	"2018"	"2018"	"Female"	"F"	457	3606307	12.7
	"Arizona"	"04"	"2018"	"2018"	"Male"	"M"	1165	3565339	32.7
	"Arizona"	"04"	"2019"	"2019"	"Female"	"F"	498	3661420	13.6
	"Arizona"	"04"	"2019"	"2019"	"Male"	"M"	1365	3617297	37.7
	"Arizona"	"04"	"2020 "	"2020"	"Female"	"F"	690	3735475	18.5
	"Arizona"	"04"	"2020 "	"2020"	"Male"	"M"	1922	3685926	52.1
	"Arkansas"	"05"	"1999"	"1999"	"Female"	"F"	18	1359445	Unreliable
	"Arkansas"	"05"	"1999"	"1999"	"Male"	"M"	37	1292415	2.9
	"Arkansas"	"05"	"2000"	"2000"	"Female"	"F"	14	1368707	Unreliable
	"Arkansas"	"05"	"2000"	"2000"	"Male"	"M"	38	1304693	2.9
	"Arkansas"	"05"	"2001"	"2001"	"Female"	"F"	17	1376845	Unreliable
	"Arkansas"	"05"	"2001"	"2001"	"Male"	"M"	32	1314726	2.4
	"Arkansas"	"05"	"2002"	"2002"	"Female"	"F"	45	1383239	3.3
	"Arkansas"	"05"	"2002"	"2002"	"Male"	"M"	82	1322688	6.2
	"Arkansas"	"05"	"2003"	"2003"	"Female"	"F"	47	1391523	3.4
	"Arkansas"	"05"	"2003"	"2003"	"Male"	"M"	85	1333293	6.4
	"Arkansas"	"05"	"2004"	"2004"	"Female"	"F"	69	1403048	4.9
	"Arkansas"	"05"	"2004"	"2004"	"Male"	"M"	103	1346638	7.6
	"Arkansas"	"05"	"2005"	"2005"	"Female"	"F"	65	1418295	4.6
	"Arkansas"	"05"	"2005"	"2005"	"Male"	"M"	125	1362802	9.2
	"Arkansas"	"05"	"2006"	"2006"	"Female"	"F"	57	1438428	4.0
	"Arkansas"	"05"	"2006"	"2006"	"Male"	"M"	135	1383333	9.8
	"Arkansas"	"05"	"2007"	"2007"	"Female"	"F"	80	1451358	5.5
	"Arkansas"	"05"	"2007"	"2007"	"Male"	"M"	119	1397292	8.5
	"Arkansas"	"05"	"2008"	"2008"	"Female"	"F"	101	1464220	6.9
	"Arkansas"	"05"	"2008"	"2008"	"Male"	"M"	140	1410334	9.9
	"Arkansas"	"05"	"2009"	"2009"	"Female"	"F"	100	1475013	6.8
	"Arkansas"	"05"	"2009"	"2009"	"Male"	"M"	161	1421830	11.3
	"Arkansas"	"05"	"2010"	"2010"	"Female"	"F"	100	1484281	6.7
	"Arkansas"	"05"	"2010"	"2010"	"Male"	"M"	135	1431637	9.4
	"Arkansas"	"05"	"2011"	"2011"	"Female"	"F"	65	1495200	4.3
	"Arkansas"	"05"	"2011"	"2011"	"Male"	"M"	141	1442779	9.8
	"Arkansas"	"05"	"2012"	"2012"	"Female"	"F"	105	1500641	7.0
	"Arkansas"	"05"	"2012"	"2012"	"Male"	"M"	136	1448490	9.4
	"Arkansas"	"05"	"2013"	"2013"	"Female"	"F"	100	1505782	6.6
	"Arkansas"	"05"	"2013"	"2013"	"Male"	"M"	127	1453591	8.7
	"Arkansas"	"05"	"2014"	"2014"	"Female"	"F"	96	1509053	6.4
	"Arkansas"	"05"	"2014"	"2014"	"Male"	"M"	149	1457316	10.2
	"Arkansas"	"05"	"2015"	"2015"	"Female"	"F"	120	1515348	7.9
	"Arkansas"	"05"	"2015"	"2015"	"Male"	"M"	158	1462856	10.8
	"Arkansas"	"05"	"2016"	"2016"	"Female"	"F"	96	1520375	6.3
	"Arkansas"	"05"	"2016"	"2016"	"Male"	"M"	150	1467873	10.2
	"Arkansas"	"05"	"2017"	"2017"	"Female"	"F"	127	1528215	8.3
	"Arkansas"	"05"	"2017"	"2017"	"Male"	"M"	177	1476064	12.0
	"Arkansas"	"05"	"2018"	"2018"	"Female"	"F"	133	1533682	8.7
	"Arkansas"	"05"	"2018"	"2018"	"Male"	"M"	220	1480143	14.9
	"Arkansas"	"05"	"2019"	"2019"	"Female"	"F"	124	1536188	8.1
	"Arkansas"	"05"	"2019"	"2019"	"Male"	"M"	224	1481616	15.1
	"Arkansas"	"05"	"2020 "	"2020"	"Female"	"F"	178	1543666	11.5
	"Arkansas"	"05"	"2020 "	"2020"	"Male"	"M"	283	1486856	19.0
	"California"	"06"	"1999"	"1999"	"Female"	"F"	465	16800161	2.8
	"California"	"06"	"1999"	"1999"	"Male"	"M"	1576	16699043	9.4
	"California"	"06"	"2000"	"2000"	"Female"	"F"	367	16996756	2.2
	"California"	"06"	"2000"	"2000"	"Male"	"M"	1124	16874892	6.7
	"California"	"06"	"2001"	"2001"	"Female"	"F"	213	17294223	1.2
	"California"	"06"	"2001"	"2001"	"Male"	"M"	675	17185235	3.9
	"California"	"06"	"2002"	"2002"	"Female"	"F"	716	17498462	4.1
	"California"	"06"	"2002"	"2002"	"Male"	"M"	1559	17373381	9.0
	"California"	"06"	"2003"	"2003"	"Female"	"F"	716	17709509	4.0
	"California"	"06"	"2003"	"2003"	"Male"	"M"	1656	17543650	9.4
	"California"	"06"	"2004"	"2004"	"Female"	"F"	748	17871415	4.2
	"California"	"06"	"2004"	"2004"	"Male"	"M"	1574	17703161	8.9
	"California"	"06"	"2005"	"2005"	"Female"	"F"	749	17996230	4.2
	"California"	"06"	"2005"	"2005"	"Male"	"M"	1646	17831713	9.2
	"California"	"06"	"2006"	"2006"	"Female"	"F"	800	18097471	4.4
	"California"	"06"	"2006"	"2006"	"Male"	"M"	1744	17923731	9.7
	"California"	"06"	"2007"	"2007"	"Female"	"F"	839	18214926	4.6
	"California"	"06"	"2007"	"2007"	"Male"	"M"	1807	18035385	10.0
	"California"	"06"	"2008"	"2008"	"Female"	"F"	860	18396972	4.7
	"California"	"06"	"2008"	"2008"	"Male"	"M"	1743	18207365	9.6
	"California"	"06"	"2009"	"2009"	"Female"	"F"	949	18583075	5.1
	"California"	"06"	"2009"	"2009"	"Male"	"M"	1953	18378154	10.6
	"California"	"06"	"2010"	"2010"	"Female"	"F"	956	18736126	5.1
	"California"	"06"	"2010"	"2010"	"Male"	"M"	1913	18517830	10.3
	"California"	"06"	"2011"	"2011"	"Female"	"F"	928	18943585	4.9
	"California"	"06"	"2011"	"2011"	"Male"	"M"	1980	18748327	10.6
	"California"	"06"	"2012"	"2012"	"Female"	"F"	849	19122866	4.4
	"California"	"06"	"2012"	"2012"	"Male"	"M"	1989	18918564	10.5
	"California"	"06"	"2013"	"2013"	"Female"	"F"	1031	19268325	5.4
	"California"	"06"	"2013"	"2013"	"Male"	"M"	2269	19064196	11.9
	"California"	"06"	"2014"	"2014"	"Female"	"F"	1063	19533596	5.4
	"California"	"06"	"2014"	"2014"	"Male"	"M"	2406	19268904	12.5
	"California"	"06"	"2015"	"2015"	"Female"	"F"	1139	19701750	5.8
	"California"	"06"	"2015"	"2015"	"Male"	"M"	2580	19443068	13.3
	"California"	"06"	"2016"	"2016"	"Female"	"F"	1115	19756656	5.6
	"California"	"06"	"2016"	"2016"	"Male"	"M"	2679	19493361	13.7
	"California"	"06"	"2017"	"2017"	"Female"	"F"	1215	19889100	6.1
	"California"	"06"	"2017"	"2017"	"Male"	"M"	3113	19647553	15.8
	"California"	"06"	"2018"	"2018"	"Female"	"F"	1306	19893468	6.6
	"California"	"06"	"2018"	"2018"	"Male"	"M"	3522	19663577	17.9
	"California"	"06"	"2019"	"2019"	"Female"	"F"	1508	19867369	7.6
	"California"	"06"	"2019"	"2019"	"Male"	"M"	4406	19644854	22.4
	"California"	"06"	"2020 "	"2020"	"Female"	"F"	2115	19790589	10.7
	"California"	"06"	"2020 "	"2020"	"Male"	"M"	6651	19577489	34.0
	"Colorado"	"08"	"1999"	"1999"	"Female"	"F"	79	2101358	3.8
	"Colorado"	"08"	"1999"	"1999"	"Male"	"M"	177	2124660	8.3
	"Colorado"	"08"	"2000"	"2000"	"Female"	"F"	80	2135278	3.7
	"Colorado"	"08"	"2000"	"2000"	"Male"	"M"	183	2165983	8.4
	"Colorado"	"08"	"2001"	"2001"	"Female"	"F"	77	2195705	3.5
	"Colorado"	"08"	"2001"	"2001"	"Male"	"M"	217	2229982	9.7
	"Colorado"	"08"	"2002"	"2002"	"Female"	"F"	102	2228665	4.6
	"Colorado"	"08"	"2002"	"2002"	"Male"	"M"	207	2261741	9.2
	"Colorado"	"08"	"2003"	"2003"	"Female"	"F"	98	2253214	4.3
	"Colorado"	"08"	"2003"	"2003"	"Male"	"M"	245	2275518	10.8
	"Colorado"	"08"	"2004"	"2004"	"Female"	"F"	105	2274511	4.6
	"Colorado"	"08"	"2004"	"2004"	"Male"	"M"	250	2300502	10.9
	"Colorado"	"08"	"2005"	"2005"	"Female"	"F"	128	2308238	5.5
	"Colorado"	"08"	"2005"	"2005"	"Male"	"M"	320	2323650	13.8
	"Colorado"	"08"	"2006"	"2006"	"Female"	"F"	171	2352960	7.3
	"Colorado"	"08"	"2006"	"2006"	"Male"	"M"	302	2367463	12.8
	"Colorado"	"08"	"2007"	"2007"	"Female"	"F"	190	2396433	7.9
	"Colorado"	"08"	"2007"	"2007"	"Male"	"M"	294	2407435	12.2
	"Colorado"	"08"	"2008"	"2008"	"Female"	"F"	164	2439060	6.7
	"Colorado"	"08"	"2008"	"2008"	"Male"	"M"	302	2450670	12.3
	"Colorado"	"08"	"2009"	"2009"	"Female"	"F"	167	2480710	6.7
	"Colorado"	"08"	"2009"	"2009"	"Male"	"M"	330	2491485	13.2
	"Colorado"	"08"	"2010"	"2010"	"Female"	"F"	160	2508534	6.4
	"Colorado"	"08"	"2010"	"2010"	"Male"	"M"	246	2520662	9.8
	"Colorado"	"08"	"2011"	"2011"	"Female"	"F"	198	2549601	7.8
	"Colorado"	"08"	"2011"	"2011"	"Male"	"M"	322	2567195	12.5
	"Colorado"	"08"	"2012"	"2012"	"Female"	"F"	213	2583877	8.2
	"Colorado"	"08"	"2012"	"2012"	"Male"	"M"	289	2603705	11.1
	"Colorado"	"08"	"2013"	"2013"	"Female"	"F"	202	2621921	7.7
	"Colorado"	"08"	"2013"	"2013"	"Male"	"M"	351	2646446	13.3
	"Colorado"	"08"	"2014"	"2014"	"Female"	"F"	247	2664707	9.3
	"Colorado"	"08"	"2014"	"2014"	"Male"	"M"	428	2691159	15.9
	"Colorado"	"08"	"2015"	"2015"	"Female"	"F"	237	2712811	8.7
	"Colorado"	"08"	"2015"	"2015"	"Male"	"M"	419	2743763	15.3
	"Colorado"	"08"	"2016"	"2016"	"Female"	"F"	265	2754727	9.6
	"Colorado"	"08"	"2016"	"2016"	"Male"	"M"	477	2785818	17.1
	"Colorado"	"08"	"2017"	"2017"	"Female"	"F"	309	2784821	11.1
	"Colorado"	"08"	"2017"	"2017"	"Male"	"M"	559	2822333	19.8
	"Colorado"	"08"	"2018"	"2018"	"Female"	"F"	283	2827696	10.0
	"Colorado"	"08"	"2018"	"2018"	"Male"	"M"	632	2867868	22.0
	"Colorado"	"08"	"2019"	"2019"	"Female"	"F"	346	2857388	12.1
	"Colorado"	"08"	"2019"	"2019"	"Male"	"M"	663	2901348	22.9
	"Colorado"	"08"	"2020 "	"2020"	"Female"	"F"	408	2881832	14.2
	"Colorado"	"08"	"2020 "	"2020"	"Male"	"M"	1003	2925887	34.3
	"Connecticut"	"09"	"1999"	"1999"	"Female"	"F"	45	1747148	2.6
	"Connecticut"	"09"	"1999"	"1999"	"Male"	"M"	153	1639253	9.3
	"Connecticut"	"09"	"2000"	"2000"	"Female"	"F"	30	1756246	1.7
	"Connecticut"	"09"	"2000"	"2000"	"Male"	"M"	180	1649319	10.9
	"Connecticut"	"09"	"2001"	"2001"	"Female"	"F"	49	1768959	2.8
	"Connecticut"	"09"	"2001"	"2001"	"Male"	"M"	139	1663876	8.4
	"Connecticut"	"09"	"2002"	"2002"	"Female"	"F"	51	1780500	2.9
	"Connecticut"	"09"	"2002"	"2002"	"Male"	"M"	157	1678249	9.4
	"Connecticut"	"09"	"2003"	"2003"	"Female"	"F"	45	1793468	2.5
	"Connecticut"	"09"	"2003"	"2003"	"Male"	"M"	156	1690868	9.2
	"Connecticut"	"09"	"2004"	"2004"	"Female"	"F"	60	1798078	3.3
	"Connecticut"	"09"	"2004"	"2004"	"Male"	"M"	169	1698016	10.0
	"Connecticut"	"09"	"2005"	"2005"	"Female"	"F"	56	1802068	3.1
	"Connecticut"	"09"	"2005"	"2005"	"Male"	"M"	163	1704888	9.6
	"Connecticut"	"09"	"2006"	"2006"	"Female"	"F"	67	1807675	3.7
	"Connecticut"	"09"	"2006"	"2006"	"Male"	"M"	232	1709785	13.6
	"Connecticut"	"09"	"2007"	"2007"	"Female"	"F"	78	1811617	4.3
	"Connecticut"	"09"	"2007"	"2007"	"Male"	"M"	218	1715653	12.7
	"Connecticut"	"09"	"2008"	"2008"	"Female"	"F"	76	1820749	4.2
	"Connecticut"	"09"	"2008"	"2008"	"Male"	"M"	193	1724830	11.2
	"Connecticut"	"09"	"2009"	"2009"	"Female"	"F"	69	1828779	3.8
	"Connecticut"	"09"	"2009"	"2009"	"Male"	"M"	189	1733028	10.9
	"Connecticut"	"09"	"2010"	"2010"	"Female"	"F"	79	1834483	4.3
	"Connecticut"	"09"	"2010"	"2010"	"Male"	"M"	178	1739614	10.2
	"Connecticut"	"09"	"2011"	"2011"	"Female"	"F"	73	1835893	4.0
	"Connecticut"	"09"	"2011"	"2011"	"Male"	"M"	186	1744816	10.7
	"Connecticut"	"09"	"2012"	"2012"	"Female"	"F"	62	1840431	3.4
	"Connecticut"	"09"	"2012"	"2012"	"Male"	"M"	182	1749916	10.4
	"Connecticut"	"09"	"2013"	"2013"	"Female"	"F"	144	1841929	7.8
	"Connecticut"	"09"	"2013"	"2013"	"Male"	"M"	350	1754151	20.0
	"Connecticut"	"09"	"2014"	"2014"	"Female"	"F"	180	1842128	9.8
	"Connecticut"	"09"	"2014"	"2014"	"Male"	"M"	382	1754549	21.8
	"Connecticut"	"09"	"2015"	"2015"	"Female"	"F"	203	1839139	11.0
	"Connecticut"	"09"	"2015"	"2015"	"Male"	"M"	536	1751747	30.6
	"Connecticut"	"09"	"2016"	"2016"	"Female"	"F"	250	1830837	13.7
	"Connecticut"	"09"	"2016"	"2016"	"Male"	"M"	668	1745615	38.3
	"Connecticut"	"09"	"2017"	"2017"	"Female"	"F"	264	1836384	14.4
	"Connecticut"	"09"	"2017"	"2017"	"Male"	"M"	753	1751800	43.0
	"Connecticut"	"09"	"2018"	"2018"	"Female"	"F"	254	1829270	13.9
	"Connecticut"	"09"	"2018"	"2018"	"Male"	"M"	760	1743395	43.6
	"Connecticut"	"09"	"2019"	"2019"	"Female"	"F"	284	1825870	15.6
	"Connecticut"	"09"	"2019"	"2019"	"Male"	"M"	887	1739417	51.0
	"Connecticut"	"09"	"2020 "	"2020"	"Female"	"F"	324	1822086	17.8
	"Connecticut"	"09"	"2020 "	"2020"	"Male"	"M"	985	1734920	56.8
	"Delaware"	"10"	"1999"	"1999"	"Male"	"M"	27	376258	7.2
	"Delaware"	"10"	"2000"	"2000"	"Female"	"F"	17	403059	Unreliable
	"Delaware"	"10"	"2000"	"2000"	"Male"	"M"	25	380541	6.6
	"Delaware"	"10"	"2001"	"2001"	"Female"	"F"	16	409349	Unreliable
	"Delaware"	"10"	"2001"	"2001"	"Male"	"M"	34	386350	8.8
	"Delaware"	"10"	"2002"	"2002"	"Female"	"F"	20	414652	4.8
	"Delaware"	"10"	"2002"	"2002"	"Male"	"M"	47	391517	12.0
	"Delaware"	"10"	"2003"	"2003"	"Female"	"F"	13	420802	Unreliable
	"Delaware"	"10"	"2003"	"2003"	"Male"	"M"	40	397201	10.1
	"Delaware"	"10"	"2004"	"2004"	"Female"	"F"	15	427320	Unreliable
	"Delaware"	"10"	"2004"	"2004"	"Male"	"M"	37	403483	9.2
	"Delaware"	"10"	"2005"	"2005"	"Female"	"F"	14	435227	Unreliable
	"Delaware"	"10"	"2005"	"2005"	"Male"	"M"	24	409923	5.9
	"Delaware"	"10"	"2006"	"2006"	"Female"	"F"	13	442766	Unreliable
	"Delaware"	"10"	"2006"	"2006"	"Male"	"M"	38	416502	9.1
	"Delaware"	"10"	"2007"	"2007"	"Female"	"F"	23	449398	5.1
	"Delaware"	"10"	"2007"	"2007"	"Male"	"M"	37	422351	8.8
	"Delaware"	"10"	"2008"	"2008"	"Female"	"F"	31	455481	6.8
	"Delaware"	"10"	"2008"	"2008"	"Male"	"M"	40	428393	9.3
	"Delaware"	"10"	"2009"	"2009"	"Female"	"F"	42	459795	9.1
	"Delaware"	"10"	"2009"	"2009"	"Male"	"M"	64	431935	14.8
	"Delaware"	"10"	"2010"	"2010"	"Female"	"F"	53	462995	11.4
	"Delaware"	"10"	"2010"	"2010"	"Male"	"M"	74	434939	17.0
	"Delaware"	"10"	"2011"	"2011"	"Female"	"F"	52	467299	11.1
	"Delaware"	"10"	"2011"	"2011"	"Male"	"M"	66	439836	15.0
	"Delaware"	"10"	"2012"	"2012"	"Female"	"F"	36	472734	7.6
	"Delaware"	"10"	"2012"	"2012"	"Male"	"M"	58	444358	13.1
	"Delaware"	"10"	"2013"	"2013"	"Female"	"F"	41	477802	8.6
	"Delaware"	"10"	"2013"	"2013"	"Male"	"M"	84	447947	18.8
	"Delaware"	"10"	"2014"	"2014"	"Female"	"F"	44	482925	9.1
	"Delaware"	"10"	"2014"	"2014"	"Male"	"M"	89	452689	19.7
	"Delaware"	"10"	"2015"	"2015"	"Female"	"F"	49	488125	10.0
	"Delaware"	"10"	"2015"	"2015"	"Male"	"M"	100	457809	21.8
	"Delaware"	"10"	"2016"	"2016"	"Female"	"F"	56	491395	11.4
	"Delaware"	"10"	"2016"	"2016"	"Male"	"M"	124	460670	26.9
	"Delaware"	"10"	"2017"	"2017"	"Female"	"F"	85	496425	17.1
	"Delaware"	"10"	"2017"	"2017"	"Male"	"M"	198	465514	42.5
	"Delaware"	"10"	"2018"	"2018"	"Female"	"F"	110	499244	22.0
	"Delaware"	"10"	"2018"	"2018"	"Male"	"M"	267	467927	57.1
