"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Arizona"	"04"	"2020 "	"2020"	"Female"	"F"	377	3735475	10.1
	"Arizona"	"04"	"2020 "	"2020"	"Male"	"M"	1139	3685926	30.9
	"Arkansas"	"05"	"2002"	"2002"	"Female"	"F"	16	1383239	Unreliable
	"Arkansas"	"05"	"2002"	"2002"	"Male"	"M"	10	1322688	Unreliable
	"Arkansas"	"05"	"2003"	"2003"	"Female"	"F"	11	1391523	Unreliable
	"Arkansas"	"05"	"2003"	"2003"	"Male"	"M"	16	1333293	Unreliable
	"Arkansas"	"05"	"2004"	"2004"	"Female"	"F"	16	1403048	Unreliable
	"Arkansas"	"05"	"2004"	"2004"	"Male"	"M"	14	1346638	Unreliable
	"Arkansas"	"05"	"2005"	"2005"	"Male"	"M"	20	1362802	1.5
	"Arkansas"	"05"	"2006"	"2006"	"Female"	"F"	11	1438428	Unreliable
	"Arkansas"	"05"	"2006"	"2006"	"Male"	"M"	22	1383333	1.6
	"Arkansas"	"05"	"2007"	"2007"	"Female"	"F"	12	1451358	Unreliable
	"Arkansas"	"05"	"2007"	"2007"	"Male"	"M"	15	1397292	Unreliable
	"Arkansas"	"05"	"2008"	"2008"	"Female"	"F"	18	1464220	Unreliable
	"Arkansas"	"05"	"2008"	"2008"	"Male"	"M"	27	1410334	1.9
	"Arkansas"	"05"	"2009"	"2009"	"Female"	"F"	32	1475013	2.2
	"Arkansas"	"05"	"2009"	"2009"	"Male"	"M"	33	1421830	2.3
	"Arkansas"	"05"	"2010"	"2010"	"Female"	"F"	25	1484281	1.7
	"Arkansas"	"05"	"2010"	"2010"	"Male"	"M"	34	1431637	2.4
	"Arkansas"	"05"	"2011"	"2011"	"Male"	"M"	22	1442779	1.5
	"Arkansas"	"05"	"2012"	"2012"	"Female"	"F"	11	1500641	Unreliable
	"Arkansas"	"05"	"2012"	"2012"	"Male"	"M"	11	1448490	Unreliable
	"Arkansas"	"05"	"2013"	"2013"	"Female"	"F"	19	1505782	Unreliable
	"Arkansas"	"05"	"2013"	"2013"	"Male"	"M"	14	1453591	Unreliable
	"Arkansas"	"05"	"2014"	"2014"	"Female"	"F"	19	1509053	Unreliable
	"Arkansas"	"05"	"2014"	"2014"	"Male"	"M"	14	1457316	Unreliable
	"Arkansas"	"05"	"2015"	"2015"	"Female"	"F"	18	1515348	Unreliable
	"Arkansas"	"05"	"2015"	"2015"	"Male"	"M"	28	1462856	1.9
	"Arkansas"	"05"	"2016"	"2016"	"Female"	"F"	16	1520375	Unreliable
	"Arkansas"	"05"	"2016"	"2016"	"Male"	"M"	24	1467873	1.6
	"Arkansas"	"05"	"2017"	"2017"	"Female"	"F"	29	1528215	1.9
	"Arkansas"	"05"	"2017"	"2017"	"Male"	"M"	43	1476064	2.9
	"Arkansas"	"05"	"2018"	"2018"	"Female"	"F"	30	1533682	2.0
	"Arkansas"	"05"	"2018"	"2018"	"Male"	"M"	66	1480143	4.5
	"Arkansas"	"05"	"2019"	"2019"	"Female"	"F"	38	1536188	2.5
	"Arkansas"	"05"	"2019"	"2019"	"Male"	"M"	79	1481616	5.3
	"Arkansas"	"05"	"2020 "	"2020"	"Female"	"F"	75	1543666	4.9
	"Arkansas"	"05"	"2020 "	"2020"	"Male"	"M"	123	1486856	8.3
	"California"	"06"	"1999"	"1999"	"Female"	"F"	44	16800161	0.3
	"California"	"06"	"1999"	"1999"	"Male"	"M"	49	16699043	0.3
	"California"	"06"	"2000"	"2000"	"Female"	"F"	38	16996756	0.2
	"California"	"06"	"2000"	"2000"	"Male"	"M"	35	16874892	0.2
	"California"	"06"	"2001"	"2001"	"Female"	"F"	16	17294223	Unreliable
	"California"	"06"	"2001"	"2001"	"Male"	"M"	15	17185235	Unreliable
	"California"	"06"	"2002"	"2002"	"Female"	"F"	79	17498462	0.5
	"California"	"06"	"2002"	"2002"	"Male"	"M"	49	17373381	0.3
	"California"	"06"	"2003"	"2003"	"Female"	"F"	70	17709509	0.4
	"California"	"06"	"2003"	"2003"	"Male"	"M"	57	17543650	0.3
	"California"	"06"	"2004"	"2004"	"Female"	"F"	86	17871415	0.5
	"California"	"06"	"2004"	"2004"	"Male"	"M"	61	17703161	0.3
	"California"	"06"	"2005"	"2005"	"Female"	"F"	60	17996230	0.3
	"California"	"06"	"2005"	"2005"	"Male"	"M"	71	17831713	0.4
	"California"	"06"	"2006"	"2006"	"Female"	"F"	76	18097471	0.4
	"California"	"06"	"2006"	"2006"	"Male"	"M"	94	17923731	0.5
	"California"	"06"	"2007"	"2007"	"Female"	"F"	83	18214926	0.5
	"California"	"06"	"2007"	"2007"	"Male"	"M"	67	18035385	0.4
	"California"	"06"	"2008"	"2008"	"Female"	"F"	90	18396972	0.5
	"California"	"06"	"2008"	"2008"	"Male"	"M"	75	18207365	0.4
	"California"	"06"	"2009"	"2009"	"Female"	"F"	133	18583075	0.7
	"California"	"06"	"2009"	"2009"	"Male"	"M"	80	18378154	0.4
	"California"	"06"	"2010"	"2010"	"Female"	"F"	116	18736126	0.6
	"California"	"06"	"2010"	"2010"	"Male"	"M"	98	18517830	0.5
	"California"	"06"	"2011"	"2011"	"Female"	"F"	68	18943585	0.4
	"California"	"06"	"2011"	"2011"	"Male"	"M"	109	18748327	0.6
	"California"	"06"	"2012"	"2012"	"Female"	"F"	59	19122866	0.3
	"California"	"06"	"2012"	"2012"	"Male"	"M"	98	18918564	0.5
	"California"	"06"	"2013"	"2013"	"Female"	"F"	85	19268325	0.4
	"California"	"06"	"2013"	"2013"	"Male"	"M"	101	19064196	0.5
	"California"	"06"	"2014"	"2014"	"Female"	"F"	89	19533596	0.5
	"California"	"06"	"2014"	"2014"	"Male"	"M"	115	19268904	0.6
	"California"	"06"	"2015"	"2015"	"Female"	"F"	88	19701750	0.4
	"California"	"06"	"2015"	"2015"	"Male"	"M"	150	19443068	0.8
	"California"	"06"	"2016"	"2016"	"Female"	"F"	108	19756656	0.5
	"California"	"06"	"2016"	"2016"	"Male"	"M"	263	19493361	1.3
	"California"	"06"	"2017"	"2017"	"Female"	"F"	141	19889100	0.7
	"California"	"06"	"2017"	"2017"	"Male"	"M"	413	19647553	2.1
	"California"	"06"	"2018"	"2018"	"Female"	"F"	213	19893468	1.1
	"California"	"06"	"2018"	"2018"	"Male"	"M"	677	19663577	3.4
	"California"	"06"	"2019"	"2019"	"Female"	"F"	384	19867369	1.9
	"California"	"06"	"2019"	"2019"	"Male"	"M"	1320	19644854	6.7
	"California"	"06"	"2020 "	"2020"	"Female"	"F"	847	19790589	4.3
	"California"	"06"	"2020 "	"2020"	"Male"	"M"	3216	19577489	16.4
	"Colorado"	"08"	"1999"	"1999"	"Female"	"F"	13	2101358	Unreliable
	"Colorado"	"08"	"1999"	"1999"	"Male"	"M"	11	2124660	Unreliable
	"Colorado"	"08"	"2000"	"2000"	"Female"	"F"	16	2135278	Unreliable
	"Colorado"	"08"	"2001"	"2001"	"Male"	"M"	13	2229982	Unreliable
	"Colorado"	"08"	"2002"	"2002"	"Female"	"F"	20	2228665	0.9
	"Colorado"	"08"	"2002"	"2002"	"Male"	"M"	12	2261741	Unreliable
	"Colorado"	"08"	"2003"	"2003"	"Female"	"F"	12	2253214	Unreliable
	"Colorado"	"08"	"2003"	"2003"	"Male"	"M"	11	2275518	Unreliable
	"Colorado"	"08"	"2004"	"2004"	"Male"	"M"	15	2300502	Unreliable
	"Colorado"	"08"	"2005"	"2005"	"Female"	"F"	18	2308238	Unreliable
	"Colorado"	"08"	"2005"	"2005"	"Male"	"M"	18	2323650	Unreliable
	"Colorado"	"08"	"2006"	"2006"	"Female"	"F"	14	2352960	Unreliable
	"Colorado"	"08"	"2006"	"2006"	"Male"	"M"	14	2367463	Unreliable
	"Colorado"	"08"	"2007"	"2007"	"Female"	"F"	23	2396433	1.0
	"Colorado"	"08"	"2007"	"2007"	"Male"	"M"	22	2407435	0.9
	"Colorado"	"08"	"2008"	"2008"	"Female"	"F"	22	2439060	0.9
	"Colorado"	"08"	"2008"	"2008"	"Male"	"M"	18	2450670	Unreliable
	"Colorado"	"08"	"2009"	"2009"	"Female"	"F"	30	2480710	1.2
	"Colorado"	"08"	"2009"	"2009"	"Male"	"M"	40	2491485	1.6
	"Colorado"	"08"	"2010"	"2010"	"Female"	"F"	39	2508534	1.6
	"Colorado"	"08"	"2010"	"2010"	"Male"	"M"	20	2520662	0.8
	"Colorado"	"08"	"2011"	"2011"	"Female"	"F"	34	2549601	1.3
	"Colorado"	"08"	"2011"	"2011"	"Male"	"M"	46	2567195	1.8
	"Colorado"	"08"	"2012"	"2012"	"Female"	"F"	25	2583877	1.0
	"Colorado"	"08"	"2012"	"2012"	"Male"	"M"	28	2603705	1.1
	"Colorado"	"08"	"2013"	"2013"	"Female"	"F"	41	2621921	1.6
	"Colorado"	"08"	"2013"	"2013"	"Male"	"M"	29	2646446	1.1
	"Colorado"	"08"	"2014"	"2014"	"Female"	"F"	43	2664707	1.6
	"Colorado"	"08"	"2014"	"2014"	"Male"	"M"	42	2691159	1.6
	"Colorado"	"08"	"2015"	"2015"	"Female"	"F"	29	2712811	1.1
	"Colorado"	"08"	"2015"	"2015"	"Male"	"M"	36	2743763	1.3
	"Colorado"	"08"	"2016"	"2016"	"Female"	"F"	29	2754727	1.1
	"Colorado"	"08"	"2016"	"2016"	"Male"	"M"	46	2785818	1.7
	"Colorado"	"08"	"2017"	"2017"	"Female"	"F"	52	2784821	1.9
	"Colorado"	"08"	"2017"	"2017"	"Male"	"M"	65	2822333	2.3
	"Colorado"	"08"	"2018"	"2018"	"Female"	"F"	50	2827696	1.8
	"Colorado"	"08"	"2018"	"2018"	"Male"	"M"	90	2867868	3.1
	"Colorado"	"08"	"2019"	"2019"	"Female"	"F"	97	2857388	3.4
	"Colorado"	"08"	"2019"	"2019"	"Male"	"M"	164	2901348	5.7
	"Colorado"	"08"	"2020 "	"2020"	"Female"	"F"	172	2881832	6.0
	"Colorado"	"08"	"2020 "	"2020"	"Male"	"M"	431	2925887	14.7
	"Connecticut"	"09"	"2007"	"2007"	"Male"	"M"	15	1715653	Unreliable
	"Connecticut"	"09"	"2009"	"2009"	"Female"	"F"	12	1828779	Unreliable
	"Connecticut"	"09"	"2010"	"2010"	"Female"	"F"	10	1834483	Unreliable
	"Connecticut"	"09"	"2010"	"2010"	"Male"	"M"	12	1739614	Unreliable
	"Connecticut"	"09"	"2013"	"2013"	"Female"	"F"	17	1841929	Unreliable
	"Connecticut"	"09"	"2013"	"2013"	"Male"	"M"	36	1754151	2.1
	"Connecticut"	"09"	"2014"	"2014"	"Female"	"F"	39	1842128	2.1
	"Connecticut"	"09"	"2014"	"2014"	"Male"	"M"	55	1754549	3.1
	"Connecticut"	"09"	"2015"	"2015"	"Female"	"F"	49	1839139	2.7
	"Connecticut"	"09"	"2015"	"2015"	"Male"	"M"	162	1751747	9.2
	"Connecticut"	"09"	"2016"	"2016"	"Female"	"F"	115	1830837	6.3
	"Connecticut"	"09"	"2016"	"2016"	"Male"	"M"	388	1745615	22.2
	"Connecticut"	"09"	"2017"	"2017"	"Female"	"F"	150	1836384	8.2
	"Connecticut"	"09"	"2017"	"2017"	"Male"	"M"	540	1751800	30.8
	"Connecticut"	"09"	"2018"	"2018"	"Female"	"F"	168	1829270	9.2
	"Connecticut"	"09"	"2018"	"2018"	"Male"	"M"	605	1743395	34.7
	"Connecticut"	"09"	"2019"	"2019"	"Female"	"F"	217	1825870	11.9
	"Connecticut"	"09"	"2019"	"2019"	"Male"	"M"	743	1739417	42.7
	"Connecticut"	"09"	"2020 "	"2020"	"Female"	"F"	262	1822086	14.4
	"Connecticut"	"09"	"2020 "	"2020"	"Male"	"M"	888	1734920	51.2
	"Delaware"	"10"	"2009"	"2009"	"Female"	"F"	11	459795	Unreliable
	"Delaware"	"10"	"2009"	"2009"	"Male"	"M"	10	431935	Unreliable
	"Delaware"	"10"	"2012"	"2012"	"Female"	"F"	10	472734	Unreliable
	"Delaware"	"10"	"2013"	"2013"	"Female"	"F"	10	477802	Unreliable
	"Delaware"	"10"	"2013"	"2013"	"Male"	"M"	13	447947	Unreliable
	"Delaware"	"10"	"2014"	"2014"	"Male"	"M"	21	452689	4.6
	"Delaware"	"10"	"2015"	"2015"	"Female"	"F"	14	488125	Unreliable
	"Delaware"	"10"	"2015"	"2015"	"Male"	"M"	26	457809	5.7
	"Delaware"	"10"	"2016"	"2016"	"Female"	"F"	21	491395	4.3
	"Delaware"	"10"	"2016"	"2016"	"Male"	"M"	59	460670	12.8
	"Delaware"	"10"	"2017"	"2017"	"Female"	"F"	52	496425	10.5
	"Delaware"	"10"	"2017"	"2017"	"Male"	"M"	129	465514	27.7
	"Delaware"	"10"	"2018"	"2018"	"Female"	"F"	81	499244	16.2
	"Delaware"	"10"	"2018"	"2018"	"Male"	"M"	216	467927	46.2
	"Delaware"	"10"	"2019"	"2019"	"Female"	"F"	86	502971	17.1
	"Delaware"	"10"	"2019"	"2019"	"Male"	"M"	257	470793	54.6
	"Delaware"	"10"	"2020 "	"2020"	"Female"	"F"	114	510069	22.3
	"Delaware"	"10"	"2020 "	"2020"	"Male"	"M"	250	476740	52.4
	"District of Columbia"	"11"	"2015"	"2015"	"Male"	"M"	18	318601	Unreliable
	"District of Columbia"	"11"	"2016"	"2016"	"Female"	"F"	34	357940	9.5
	"District of Columbia"	"11"	"2016"	"2016"	"Male"	"M"	96	323230	29.7
	"District of Columbia"	"11"	"2017"	"2017"	"Female"	"F"	46	364773	12.6
	"District of Columbia"	"11"	"2017"	"2017"	"Male"	"M"	138	329199	41.9
	"District of Columbia"	"11"	"2018"	"2018"	"Female"	"F"	32	369148	8.7
	"District of Columbia"	"11"	"2018"	"2018"	"Male"	"M"	130	333307	39.0
	"District of Columbia"	"11"	"2019"	"2019"	"Female"	"F"	52	371038	14.0
	"District of Columbia"	"11"	"2019"	"2019"	"Male"	"M"	168	334711	50.2
	"District of Columbia"	"11"	"2020 "	"2020"	"Female"	"F"	87	374884	23.2
	"District of Columbia"	"11"	"2020 "	"2020"	"Male"	"M"	231	337932	68.4
	"Florida"	"12"	"1999"	"1999"	"Female"	"F"	28	8073847	0.3
	"Florida"	"12"	"1999"	"1999"	"Male"	"M"	31	7685574	0.4
	"Florida"	"12"	"2000"	"2000"	"Female"	"F"	45	8184663	0.5
	"Florida"	"12"	"2000"	"2000"	"Male"	"M"	40	7797715	0.5
	"Florida"	"12"	"2001"	"2001"	"Female"	"F"	53	8372776	0.6
	"Florida"	"12"	"2001"	"2001"	"Male"	"M"	71	7984190	0.9
	"Florida"	"12"	"2002"	"2002"	"Female"	"F"	60	8541734	0.7
	"Florida"	"12"	"2002"	"2002"	"Male"	"M"	83	8147636	1.0
	"Florida"	"12"	"2003"	"2003"	"Female"	"F"	68	8697573	0.8
	"Florida"	"12"	"2003"	"2003"	"Male"	"M"	112	8306512	1.3
	"Florida"	"12"	"2004"	"2004"	"Female"	"F"	76	8902447	0.9
	"Florida"	"12"	"2004"	"2004"	"Male"	"M"	89	8512871	1.0
	"Florida"	"12"	"2005"	"2005"	"Female"	"F"	70	9117950	0.8
	"Florida"	"12"	"2005"	"2005"	"Male"	"M"	80	8724088	0.9
	"Florida"	"12"	"2006"	"2006"	"Female"	"F"	61	9280080	0.7
	"Florida"	"12"	"2006"	"2006"	"Male"	"M"	84	8886910	0.9
	"Florida"	"12"	"2007"	"2007"	"Female"	"F"	68	9378587	0.7
	"Florida"	"12"	"2007"	"2007"	"Male"	"M"	71	8989255	0.8
	"Florida"	"12"	"2008"	"2008"	"Female"	"F"	65	9465279	0.7
	"Florida"	"12"	"2008"	"2008"	"Male"	"M"	69	9062026	0.8
	"Florida"	"12"	"2009"	"2009"	"Female"	"F"	92	9534289	1.0
	"Florida"	"12"	"2009"	"2009"	"Male"	"M"	84	9118355	0.9
	"Florida"	"12"	"2010"	"2010"	"Female"	"F"	67	9611955	0.7
	"Florida"	"12"	"2010"	"2010"	"Male"	"M"	88	9189355	1.0
	"Florida"	"12"	"2011"	"2011"	"Female"	"F"	64	9736166	0.7
	"Florida"	"12"	"2011"	"2011"	"Male"	"M"	81	9321376	0.9
	"Florida"	"12"	"2012"	"2012"	"Female"	"F"	82	9869741	0.8
	"Florida"	"12"	"2012"	"2012"	"Male"	"M"	94	9447827	1.0
	"Florida"	"12"	"2013"	"2013"	"Female"	"F"	82	9990213	0.8
	"Florida"	"12"	"2013"	"2013"	"Male"	"M"	121	9562647	1.3
	"Florida"	"12"	"2014"	"2014"	"Female"	"F"	125	10170011	1.2
	"Florida"	"12"	"2014"	"2014"	"Male"	"M"	228	9723286	2.3
	"Florida"	"12"	"2015"	"2015"	"Female"	"F"	184	10368733	1.8
	"Florida"	"12"	"2015"	"2015"	"Male"	"M"	437	9902539	4.4
	"Florida"	"12"	"2016"	"2016"	"Female"	"F"	413	10542288	3.9
	"Florida"	"12"	"2016"	"2016"	"Male"	"M"	1172	10070151	11.6
	"Florida"	"12"	"2017"	"2017"	"Female"	"F"	570	10727581	5.3
	"Florida"	"12"	"2017"	"2017"	"Male"	"M"	1576	10256819	15.4
	"Florida"	"12"	"2018"	"2018"	"Female"	"F"	619	10887548	5.7
	"Florida"	"12"	"2018"	"2018"	"Male"	"M"	1502	10411777	14.4
	"Florida"	"12"	"2019"	"2019"	"Female"	"F"	756	10980681	6.9
	"Florida"	"12"	"2019"	"2019"	"Male"	"M"	2102	10497056	20.0
	"Florida"	"12"	"2020 "	"2020"	"Female"	"F"	1229	11113132	11.1
	"Florida"	"12"	"2020 "	"2020"	"Male"	"M"	3559	10620180	33.5
	"Georgia"	"13"	"2001"	"2001"	"Female"	"F"	17	4256162	Unreliable
	"Georgia"	"13"	"2001"	"2001"	"Male"	"M"	17	4120876	Unreliable
	"Georgia"	"13"	"2002"	"2002"	"Female"	"F"	15	4327934	Unreliable
	"Georgia"	"13"	"2002"	"2002"	"Male"	"M"	21	4180322	0.5
	"Georgia"	"13"	"2003"	"2003"	"Female"	"F"	18	4394952	Unreliable
	"Georgia"	"13"	"2003"	"2003"	"Male"	"M"	18	4227841	Unreliable
	"Georgia"	"13"	"2004"	"2004"	"Female"	"F"	15	4463524	Unreliable
	"Georgia"	"13"	"2004"	"2004"	"Male"	"M"	20	4305728	0.5
	"Georgia"	"13"	"2005"	"2005"	"Female"	"F"	25	4555263	0.5
	"Georgia"	"13"	"2005"	"2005"	"Male"	"M"	22	4370659	0.5
	"Georgia"	"13"	"2006"	"2006"	"Female"	"F"	23	4670606	0.5
	"Georgia"	"13"	"2006"	"2006"	"Male"	"M"	34	4485207	0.8
	"Georgia"	"13"	"2007"	"2007"	"Female"	"F"	27	4777572	0.6
	"Georgia"	"13"	"2007"	"2007"	"Male"	"M"	41	4572416	0.9
	"Georgia"	"13"	"2008"	"2008"	"Female"	"F"	27	4856984	0.6
	"Georgia"	"13"	"2008"	"2008"	"Male"	"M"	33	4647859	0.7
	"Georgia"	"13"	"2009"	"2009"	"Female"	"F"	36	4917756	0.7
	"Georgia"	"13"	"2009"	"2009"	"Male"	"M"	48	4703090	1.0
	"Georgia"	"13"	"2010"	"2010"	"Female"	"F"	48	4958482	1.0
	"Georgia"	"13"	"2010"	"2010"	"Male"	"M"	57	4729171	1.2
	"Georgia"	"13"	"2011"	"2011"	"Female"	"F"	49	5012403	1.0
	"Georgia"	"13"	"2011"	"2011"	"Male"	"M"	39	4802807	0.8
	"Georgia"	"13"	"2012"	"2012"	"Female"	"F"	33	5068921	0.7
	"Georgia"	"13"	"2012"	"2012"	"Male"	"M"	32	4851024	0.7
	"Georgia"	"13"	"2013"	"2013"	"Female"	"F"	46	5110806	0.9
	"Georgia"	"13"	"2013"	"2013"	"Male"	"M"	36	4881361	0.7
	"Georgia"	"13"	"2014"	"2014"	"Female"	"F"	64	5170356	1.2
	"Georgia"	"13"	"2014"	"2014"	"Male"	"M"	112	4926987	2.3
	"Georgia"	"13"	"2015"	"2015"	"Female"	"F"	93	5234978	1.8
	"Georgia"	"13"	"2015"	"2015"	"Male"	"M"	196	4979882	3.9
	"Georgia"	"13"	"2016"	"2016"	"Female"	"F"	111	5289906	2.1
	"Georgia"	"13"	"2016"	"2016"	"Male"	"M"	174	5020465	3.5
	"Georgia"	"13"	"2017"	"2017"	"Female"	"F"	121	5353872	2.3
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	308	5075507	6.1
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	102	5404059	1.9
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	258	5115416	5.0
	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	125	5456999	2.3
	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	301	5160424	5.8
	"Georgia"	"13"	"2020 "	"2020"	"Female"	"F"	275	5508468	5.0
	"Georgia"	"13"	"2020 "	"2020"	"Male"	"M"	639	5201549	12.3
	"Hawaii"	"15"	"2018"	"2018"	"Male"	"M"	10	711002	Unreliable
	"Hawaii"	"15"	"2019"	"2019"	"Male"	"M"	15	708040	Unreliable
	"Hawaii"	"15"	"2020 "	"2020"	"Male"	"M"	33	704366	4.7
	"Idaho"	"16"	"2016"	"2016"	"Male"	"M"	14	843532	Unreliable
	"Idaho"	"16"	"2017"	"2017"	"Female"	"F"	14	856485	Unreliable
	"Idaho"	"16"	"2017"	"2017"	"Male"	"M"	10	860458	Unreliable
	"Idaho"	"16"	"2018"	"2018"	"Male"	"M"	19	879077	Unreliable
	"Idaho"	"16"	"2019"	"2019"	"Female"	"F"	10	891137	Unreliable
	"Idaho"	"16"	"2019"	"2019"	"Male"	"M"	23	895928	2.6
	"Idaho"	"16"	"2020 "	"2020"	"Female"	"F"	22	910789	2.4
