"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Arizona"	"04"	"Female"	"F"	"2014"	"2014"	59	3387637	1.7
	"Arizona"	"04"	"Female"	"F"	"2015"	"2015"	91	3436575	2.6
	"Arizona"	"04"	"Female"	"F"	"2016"	"2016"	131	3488176	3.8
	"Arizona"	"04"	"Female"	"F"	"2017"	"2017"	153	3527969	4.3
	"Arizona"	"04"	"Female"	"F"	"2018"	"2018"	141	3606307	3.9
	"Arizona"	"04"	"Female"	"F"	"2019"	"2019"	183	3661420	5.0
	"Arizona"	"04"	"Female"	"F"	"2020 "	"2020"	259	3735475	6.9
	"Arizona"	"04"	"Male"	"M"	"2013"	"2013"	131	3295119	4.0
	"Arizona"	"04"	"Male"	"M"	"2014"	"2014"	170	3343847	5.1
	"Arizona"	"04"	"Male"	"M"	"2015"	"2015"	242	3391490	7.1
	"Arizona"	"04"	"Male"	"M"	"2016"	"2016"	323	3442895	9.4
	"Arizona"	"04"	"Male"	"M"	"2017"	"2017"	419	3488301	12.0
	"Arizona"	"04"	"Male"	"M"	"2018"	"2018"	436	3565339	12.2
	"Arizona"	"04"	"Male"	"M"	"2019"	"2019"	534	3617297	14.8
	"Arizona"	"04"	"Male"	"M"	"2020 "	"2020"	756	3685926	20.5
	"Arkansas"	"05"	"Female"	"F"	"2013"	"2013"	15	1505782	Unreliable
	"Arkansas"	"05"	"Female"	"F"	"2014"	"2014"	18	1509053	Unreliable
	"Arkansas"	"05"	"Female"	"F"	"2015"	"2015"	25	1515348	1.6
	"Arkansas"	"05"	"Female"	"F"	"2016"	"2016"	22	1520375	1.4
	"Arkansas"	"05"	"Female"	"F"	"2017"	"2017"	32	1528215	2.1
	"Arkansas"	"05"	"Female"	"F"	"2018"	"2018"	39	1533682	2.5
	"Arkansas"	"05"	"Female"	"F"	"2019"	"2019"	41	1536188	2.7
	"Arkansas"	"05"	"Female"	"F"	"2020 "	"2020"	81	1543666	5.2
	"Arkansas"	"05"	"Male"	"M"	"2013"	"2013"	30	1453591	2.1
	"Arkansas"	"05"	"Male"	"M"	"2014"	"2014"	41	1457316	2.8
	"Arkansas"	"05"	"Male"	"M"	"2015"	"2015"	31	1462856	2.1
	"Arkansas"	"05"	"Male"	"M"	"2016"	"2016"	48	1467873	3.3
	"Arkansas"	"05"	"Male"	"M"	"2017"	"2017"	55	1476064	3.7
	"Arkansas"	"05"	"Male"	"M"	"2018"	"2018"	79	1480143	5.3
	"Arkansas"	"05"	"Male"	"M"	"2019"	"2019"	85	1481616	5.7
	"Arkansas"	"05"	"Male"	"M"	"2020 "	"2020"	151	1486856	10.2
	"California"	"06"	"Female"	"F"	"2013"	"2013"	304	19268325	1.6
	"California"	"06"	"Female"	"F"	"2014"	"2014"	273	19533596	1.4
	"California"	"06"	"Female"	"F"	"2015"	"2015"	368	19701750	1.9
	"California"	"06"	"Female"	"F"	"2016"	"2016"	402	19756656	2.0
	"California"	"06"	"Female"	"F"	"2017"	"2017"	480	19889100	2.4
	"California"	"06"	"Female"	"F"	"2018"	"2018"	592	19893468	3.0
	"California"	"06"	"Female"	"F"	"2019"	"2019"	716	19867369	3.6
	"California"	"06"	"Female"	"F"	"2020 "	"2020"	1049	19790589	5.3
	"California"	"06"	"Male"	"M"	"2013"	"2013"	738	19064196	3.9
	"California"	"06"	"Male"	"M"	"2014"	"2014"	868	19268904	4.5
	"California"	"06"	"Male"	"M"	"2015"	"2015"	1102	19443068	5.7
	"California"	"06"	"Male"	"M"	"2016"	"2016"	1177	19493361	6.0
	"California"	"06"	"Male"	"M"	"2017"	"2017"	1436	19647553	7.3
	"California"	"06"	"Male"	"M"	"2018"	"2018"	1812	19663577	9.2
	"California"	"06"	"Male"	"M"	"2019"	"2019"	2146	19644854	10.9
	"California"	"06"	"Male"	"M"	"2020 "	"2020"	3362	19577489	17.2
	"Colorado"	"08"	"Female"	"F"	"2013"	"2013"	26	2621921	1.0
	"Colorado"	"08"	"Female"	"F"	"2014"	"2014"	39	2664707	1.5
	"Colorado"	"08"	"Female"	"F"	"2015"	"2015"	41	2712811	1.5
	"Colorado"	"08"	"Female"	"F"	"2016"	"2016"	59	2754727	2.1
	"Colorado"	"08"	"Female"	"F"	"2017"	"2017"	96	2784821	3.4
	"Colorado"	"08"	"Female"	"F"	"2018"	"2018"	93	2827696	3.3
	"Colorado"	"08"	"Female"	"F"	"2019"	"2019"	106	2857388	3.7
	"Colorado"	"08"	"Female"	"F"	"2020 "	"2020"	149	2881832	5.2
	"Colorado"	"08"	"Male"	"M"	"2013"	"2013"	72	2646446	2.7
	"Colorado"	"08"	"Male"	"M"	"2014"	"2014"	79	2691159	2.9
	"Colorado"	"08"	"Male"	"M"	"2015"	"2015"	99	2743763	3.6
	"Colorado"	"08"	"Male"	"M"	"2016"	"2016"	141	2785818	5.1
	"Colorado"	"08"	"Male"	"M"	"2017"	"2017"	205	2822333	7.3
	"Colorado"	"08"	"Male"	"M"	"2018"	"2018"	233	2867868	8.1
	"Colorado"	"08"	"Male"	"M"	"2019"	"2019"	247	2901348	8.5
	"Colorado"	"08"	"Male"	"M"	"2020 "	"2020"	386	2925887	13.2
	"Connecticut"	"09"	"Female"	"F"	"2013"	"2013"	Suppressed	1841929	Suppressed
	"Connecticut"	"09"	"Female"	"F"	"2014"	"2014"	Suppressed	1842128	Suppressed
	"Connecticut"	"09"	"Female"	"F"	"2015"	"2015"	10	1839139	Unreliable
	"Connecticut"	"09"	"Female"	"F"	"2016"	"2016"	Suppressed	1830837	Suppressed
	"Connecticut"	"09"	"Female"	"F"	"2017"	"2017"	11	1836384	Unreliable
	"Connecticut"	"09"	"Female"	"F"	"2018"	"2018"	19	1829270	Unreliable
	"Connecticut"	"09"	"Female"	"F"	"2019"	"2019"	14	1825870	Unreliable
	"Connecticut"	"09"	"Female"	"F"	"2020 "	"2020"	33	1822086	1.8
	"Connecticut"	"09"	"Male"	"M"	"2013"	"2013"	Suppressed	1754151	Suppressed
	"Connecticut"	"09"	"Male"	"M"	"2014"	"2014"	10	1754549	Unreliable
	"Connecticut"	"09"	"Male"	"M"	"2015"	"2015"	12	1751747	Unreliable
	"Connecticut"	"09"	"Male"	"M"	"2016"	"2016"	20	1745615	1.1
	"Connecticut"	"09"	"Male"	"M"	"2017"	"2017"	28	1751800	1.6
	"Connecticut"	"09"	"Male"	"M"	"2018"	"2018"	51	1743395	2.9
	"Connecticut"	"09"	"Male"	"M"	"2019"	"2019"	56	1739417	3.2
	"Connecticut"	"09"	"Male"	"M"	"2020 "	"2020"	61	1734920	3.5
	"Delaware"	"10"	"Female"	"F"	"2013"	"2013"	Suppressed	477802	Suppressed
	"Delaware"	"10"	"Female"	"F"	"2014"	"2014"	Suppressed	482925	Suppressed
	"Delaware"	"10"	"Female"	"F"	"2015"	"2015"	Suppressed	488125	Suppressed
	"Delaware"	"10"	"Female"	"F"	"2016"	"2016"	Suppressed	491395	Suppressed
	"Delaware"	"10"	"Female"	"F"	"2017"	"2017"	Suppressed	496425	Suppressed
	"Delaware"	"10"	"Female"	"F"	"2018"	"2018"	Suppressed	499244	Suppressed
	"Delaware"	"10"	"Female"	"F"	"2019"	"2019"	Suppressed	502971	Suppressed
	"Delaware"	"10"	"Female"	"F"	"2020 "	"2020"	20	510069	3.9
	"Delaware"	"10"	"Male"	"M"	"2013"	"2013"	Suppressed	447947	Suppressed
	"Delaware"	"10"	"Male"	"M"	"2014"	"2014"	Suppressed	452689	Suppressed
	"Delaware"	"10"	"Male"	"M"	"2015"	"2015"	Suppressed	457809	Suppressed
	"Delaware"	"10"	"Male"	"M"	"2016"	"2016"	Suppressed	460670	Suppressed
	"Delaware"	"10"	"Male"	"M"	"2017"	"2017"	Suppressed	465514	Suppressed
	"Delaware"	"10"	"Male"	"M"	"2018"	"2018"	11	467927	Unreliable
	"Delaware"	"10"	"Male"	"M"	"2019"	"2019"	20	470793	4.2
	"Delaware"	"10"	"Male"	"M"	"2020 "	"2020"	32	476740	6.7
	"District of Columbia"	"11"	"Female"	"F"	"2013"	"2013"	Suppressed	340199	Suppressed
	"District of Columbia"	"11"	"Female"	"F"	"2014"	"2014"	Suppressed	346293	Suppressed
	"District of Columbia"	"11"	"Female"	"F"	"2015"	"2015"	Suppressed	353627	Suppressed
	"District of Columbia"	"11"	"Female"	"F"	"2016"	"2016"	Suppressed	357940	Suppressed
	"District of Columbia"	"11"	"Female"	"F"	"2017"	"2017"	Suppressed	364773	Suppressed
	"District of Columbia"	"11"	"Female"	"F"	"2018"	"2018"	Suppressed	369148	Suppressed
	"District of Columbia"	"11"	"Female"	"F"	"2019"	"2019"	Suppressed	371038	Suppressed
	"District of Columbia"	"11"	"Female"	"F"	"2020 "	"2020"	Suppressed	374884	Suppressed
	"District of Columbia"	"11"	"Male"	"M"	"2013"	"2013"	Suppressed	306250	Suppressed
	"District of Columbia"	"11"	"Male"	"M"	"2014"	"2014"	Suppressed	312600	Suppressed
	"District of Columbia"	"11"	"Male"	"M"	"2015"	"2015"	Suppressed	318601	Suppressed
	"District of Columbia"	"11"	"Male"	"M"	"2016"	"2016"	Suppressed	323230	Suppressed
	"District of Columbia"	"11"	"Male"	"M"	"2017"	"2017"	Suppressed	329199	Suppressed
	"District of Columbia"	"11"	"Male"	"M"	"2018"	"2018"	10	333307	Unreliable
	"District of Columbia"	"11"	"Male"	"M"	"2019"	"2019"	10	334711	Unreliable
	"District of Columbia"	"11"	"Male"	"M"	"2020 "	"2020"	Suppressed	337932	Suppressed
	"Florida"	"12"	"Female"	"F"	"2013"	"2013"	25	9990213	0.3
	"Florida"	"12"	"Female"	"F"	"2014"	"2014"	31	10170011	0.3
	"Florida"	"12"	"Female"	"F"	"2015"	"2015"	53	10368733	0.5
	"Florida"	"12"	"Female"	"F"	"2016"	"2016"	79	10542288	0.7
	"Florida"	"12"	"Female"	"F"	"2017"	"2017"	130	10727581	1.2
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	210	10887548	1.9
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	259	10980681	2.4
	"Florida"	"12"	"Female"	"F"	"2020 "	"2020"	399	11113132	3.6
	"Florida"	"12"	"Male"	"M"	"2013"	"2013"	57	9562647	0.6
	"Florida"	"12"	"Male"	"M"	"2014"	"2014"	55	9723286	0.6
	"Florida"	"12"	"Male"	"M"	"2015"	"2015"	98	9902539	1.0
	"Florida"	"12"	"Male"	"M"	"2016"	"2016"	199	10070151	2.0
	"Florida"	"12"	"Male"	"M"	"2017"	"2017"	293	10256819	2.9
	"Florida"	"12"	"Male"	"M"	"2018"	"2018"	382	10411777	3.7
	"Florida"	"12"	"Male"	"M"	"2019"	"2019"	566	10497056	5.4
	"Florida"	"12"	"Male"	"M"	"2020 "	"2020"	930	10620180	8.8
	"Georgia"	"13"	"Female"	"F"	"2013"	"2013"	32	5110806	0.6
	"Georgia"	"13"	"Female"	"F"	"2014"	"2014"	48	5170356	0.9
	"Georgia"	"13"	"Female"	"F"	"2015"	"2015"	78	5234978	1.5
	"Georgia"	"13"	"Female"	"F"	"2016"	"2016"	78	5289906	1.5
	"Georgia"	"13"	"Female"	"F"	"2017"	"2017"	111	5353872	2.1
	"Georgia"	"13"	"Female"	"F"	"2018"	"2018"	127	5404059	2.4
	"Georgia"	"13"	"Female"	"F"	"2019"	"2019"	138	5456999	2.5
	"Georgia"	"13"	"Female"	"F"	"2020 "	"2020"	196	5508468	3.6
	"Georgia"	"13"	"Male"	"M"	"2013"	"2013"	82	4881361	1.7
	"Georgia"	"13"	"Male"	"M"	"2014"	"2014"	86	4926987	1.7
	"Georgia"	"13"	"Male"	"M"	"2015"	"2015"	142	4979882	2.9
	"Georgia"	"13"	"Male"	"M"	"2016"	"2016"	165	5020465	3.3
	"Georgia"	"13"	"Male"	"M"	"2017"	"2017"	253	5075507	5.0
	"Georgia"	"13"	"Male"	"M"	"2018"	"2018"	265	5115416	5.2
	"Georgia"	"13"	"Male"	"M"	"2019"	"2019"	301	5160424	5.8
	"Georgia"	"13"	"Male"	"M"	"2020 "	"2020"	395	5201549	7.6
	"Hawaii"	"15"	"Female"	"F"	"2013"	"2013"	18	694440	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2014"	"2014"	14	701462	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	20	706231	2.8
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	26	710942	3.7
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	23	711451	3.2
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	33	709489	4.7
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	38	707832	5.4
	"Hawaii"	"15"	"Female"	"F"	"2020 "	"2020"	47	702640	6.7
	"Hawaii"	"15"	"Male"	"M"	"2013"	"2013"	37	709614	5.2
	"Hawaii"	"15"	"Male"	"M"	"2014"	"2014"	42	718099	5.8
	"Hawaii"	"15"	"Male"	"M"	"2015"	"2015"	67	725372	9.2
	"Hawaii"	"15"	"Male"	"M"	"2016"	"2016"	76	717615	10.6
	"Hawaii"	"15"	"Male"	"M"	"2017"	"2017"	83	716087	11.6
	"Hawaii"	"15"	"Male"	"M"	"2018"	"2018"	115	711002	16.2
	"Hawaii"	"15"	"Male"	"M"	"2019"	"2019"	132	708040	18.6
	"Hawaii"	"15"	"Male"	"M"	"2020 "	"2020"	151	704366	21.4
	"Idaho"	"16"	"Female"	"F"	"2013"	"2013"	12	805052	Unreliable
	"Idaho"	"16"	"Female"	"F"	"2014"	"2014"	Suppressed	815968	Suppressed
	"Idaho"	"16"	"Female"	"F"	"2015"	"2015"	10	826183	Unreliable
	"Idaho"	"16"	"Female"	"F"	"2016"	"2016"	16	839608	Unreliable
	"Idaho"	"16"	"Female"	"F"	"2017"	"2017"	15	856485	Unreliable
	"Idaho"	"16"	"Female"	"F"	"2018"	"2018"	14	875131	Unreliable
	"Idaho"	"16"	"Female"	"F"	"2019"	"2019"	23	891137	2.6
	"Idaho"	"16"	"Female"	"F"	"2020 "	"2020"	31	910789	3.4
	"Idaho"	"16"	"Male"	"M"	"2013"	"2013"	14	807084	Unreliable
	"Idaho"	"16"	"Male"	"M"	"2014"	"2014"	22	818496	2.7
	"Idaho"	"16"	"Male"	"M"	"2015"	"2015"	28	828747	3.4
	"Idaho"	"16"	"Male"	"M"	"2016"	"2016"	31	843532	3.7
	"Idaho"	"16"	"Male"	"M"	"2017"	"2017"	28	860458	3.3
	"Idaho"	"16"	"Male"	"M"	"2018"	"2018"	54	879077	6.1
	"Idaho"	"16"	"Male"	"M"	"2019"	"2019"	63	895928	7.0
	"Idaho"	"16"	"Male"	"M"	"2020 "	"2020"	70	916124	7.6
	"Illinois"	"17"	"Female"	"F"	"2013"	"2013"	Suppressed	6555652	Suppressed
	"Illinois"	"17"	"Female"	"F"	"2014"	"2014"	18	6559694	Unreliable
	"Illinois"	"17"	"Female"	"F"	"2015"	"2015"	21	6545500	0.3
	"Illinois"	"17"	"Female"	"F"	"2016"	"2016"	36	6509748	0.6
	"Illinois"	"17"	"Female"	"F"	"2017"	"2017"	49	6509545	0.8
	"Illinois"	"17"	"Female"	"F"	"2018"	"2018"	73	6480179	1.1
	"Illinois"	"17"	"Female"	"F"	"2019"	"2019"	76	6445263	1.2
	"Illinois"	"17"	"Female"	"F"	"2020 "	"2020"	121	6402224	1.9
	"Illinois"	"17"	"Male"	"M"	"2013"	"2013"	19	6326483	Unreliable
	"Illinois"	"17"	"Male"	"M"	"2014"	"2014"	27	6320886	0.4
	"Illinois"	"17"	"Male"	"M"	"2015"	"2015"	39	6314495	0.6
	"Illinois"	"17"	"Male"	"M"	"2016"	"2016"	76	6291791	1.2
	"Illinois"	"17"	"Male"	"M"	"2017"	"2017"	122	6292478	1.9
	"Illinois"	"17"	"Male"	"M"	"2018"	"2018"	182	6260901	2.9
	"Illinois"	"17"	"Male"	"M"	"2019"	"2019"	181	6226558	2.9
	"Illinois"	"17"	"Male"	"M"	"2020 "	"2020"	310	6185306	5.0
	"Indiana"	"18"	"Female"	"F"	"2013"	"2013"	Suppressed	3334634	Suppressed
	"Indiana"	"18"	"Female"	"F"	"2014"	"2014"	12	3347411	Unreliable
	"Indiana"	"18"	"Female"	"F"	"2015"	"2015"	20	3357815	0.6
	"Indiana"	"18"	"Female"	"F"	"2016"	"2016"	42	3363491	1.2
	"Indiana"	"18"	"Female"	"F"	"2017"	"2017"	89	3379723	2.6
	"Indiana"	"18"	"Female"	"F"	"2018"	"2018"	137	3391576	4.0
	"Indiana"	"18"	"Female"	"F"	"2019"	"2019"	183	3411859	5.4
	"Indiana"	"18"	"Female"	"F"	"2020 "	"2020"	206	3422994	6.0
	"Indiana"	"18"	"Male"	"M"	"2013"	"2013"	17	3236268	Unreliable
	"Indiana"	"18"	"Male"	"M"	"2014"	"2014"	26	3249444	0.8
	"Indiana"	"18"	"Male"	"M"	"2015"	"2015"	35	3261865	1.1
	"Indiana"	"18"	"Male"	"M"	"2016"	"2016"	80	3269562	2.4
	"Indiana"	"18"	"Male"	"M"	"2017"	"2017"	200	3287095	6.1
	"Indiana"	"18"	"Male"	"M"	"2018"	"2018"	244	3300302	7.4
	"Indiana"	"18"	"Male"	"M"	"2019"	"2019"	329	3320360	9.9
	"Indiana"	"18"	"Male"	"M"	"2020 "	"2020"	513	3331959	15.4
	"Iowa"	"19"	"Female"	"F"	"2013"	"2013"	13	1557015	Unreliable
	"Iowa"	"19"	"Female"	"F"	"2014"	"2014"	11	1564081	Unreliable
	"Iowa"	"19"	"Female"	"F"	"2015"	"2015"	19	1571873	Unreliable
	"Iowa"	"19"	"Female"	"F"	"2016"	"2016"	24	1575574	1.5
	"Iowa"	"19"	"Female"	"F"	"2017"	"2017"	27	1580978	1.7
	"Iowa"	"19"	"Female"	"F"	"2018"	"2018"	23	1585338	1.5
	"Iowa"	"19"	"Female"	"F"	"2019"	"2019"	55	1583995	3.5
	"Iowa"	"19"	"Female"	"F"	"2020 "	"2020"	54	1587866	3.4
	"Iowa"	"19"	"Male"	"M"	"2013"	"2013"	34	1533401	2.2
	"Iowa"	"19"	"Male"	"M"	"2014"	"2014"	27	1543045	1.7
	"Iowa"	"19"	"Male"	"M"	"2015"	"2015"	44	1552026	2.8
	"Iowa"	"19"	"Male"	"M"	"2016"	"2016"	56	1559119	3.6
	"Iowa"	"19"	"Male"	"M"	"2017"	"2017"	66	1564733	4.2
	"Iowa"	"19"	"Male"	"M"	"2018"	"2018"	74	1570807	4.7
	"Iowa"	"19"	"Male"	"M"	"2019"	"2019"	105	1571075	6.7
	"Iowa"	"19"	"Male"	"M"	"2020 "	"2020"	112	1575695	7.1
	"Kansas"	"20"	"Female"	"F"	"2013"	"2013"	Suppressed	1452009	Suppressed
	"Kansas"	"20"	"Female"	"F"	"2014"	"2014"	14	1456666	Unreliable
	"Kansas"	"20"	"Female"	"F"	"2015"	"2015"	15	1458008	Unreliable
	"Kansas"	"20"	"Female"	"F"	"2016"	"2016"	21	1459530	1.4
	"Kansas"	"20"	"Female"	"F"	"2017"	"2017"	30	1461167	2.1
	"Kansas"	"20"	"Female"	"F"	"2018"	"2018"	23	1461099	1.6
	"Kansas"	"20"	"Female"	"F"	"2019"	"2019"	45	1461617	3.1
	"Kansas"	"20"	"Female"	"F"	"2020 "	"2020"	62	1462265	4.2
	"Kansas"	"20"	"Male"	"M"	"2013"	"2013"	26	1441948	1.8
	"Kansas"	"20"	"Male"	"M"	"2014"	"2014"	21	1447355	1.5
	"Kansas"	"20"	"Male"	"M"	"2015"	"2015"	49	1453633	3.4
	"Kansas"	"20"	"Male"	"M"	"2016"	"2016"	60	1447759	4.1
	"Kansas"	"20"	"Male"	"M"	"2017"	"2017"	51	1451956	3.5
	"Kansas"	"20"	"Male"	"M"	"2018"	"2018"	54	1450406	3.7
	"Kansas"	"20"	"Male"	"M"	"2019"	"2019"	117	1451697	8.1
	"Kansas"	"20"	"Male"	"M"	"2020 "	"2020"	132	1451540	9.1
	"Kentucky"	"21"	"Female"	"F"	"2013"	"2013"	15	2231899	Unreliable
	"Kentucky"	"21"	"Female"	"F"	"2014"	"2014"	23	2240299	1.0
	"Kentucky"	"21"	"Female"	"F"	"2015"	"2015"	33	2245998	1.5
	"Kentucky"	"21"	"Female"	"F"	"2016"	"2016"	64	2250421	2.8
	"Kentucky"	"21"	"Female"	"F"	"2017"	"2017"	117	2259871	5.2
	"Kentucky"	"21"	"Female"	"F"	"2018"	"2018"	134	2266891	5.9
	"Kentucky"	"21"	"Female"	"F"	"2019"	"2019"	153	2266644	6.8
	"Kentucky"	"21"	"Female"	"F"	"2020 "	"2020"	219	2271906	9.6
	"Kentucky"	"21"	"Male"	"M"	"2013"	"2013"	27	2163396	1.2
	"Kentucky"	"21"	"Male"	"M"	"2014"	"2014"	38	2173158	1.7
	"Kentucky"	"21"	"Male"	"M"	"2015"	"2015"	59	2179094	2.7
	"Kentucky"	"21"	"Male"	"M"	"2016"	"2016"	128	2186553	5.9
	"Kentucky"	"21"	"Male"	"M"	"2017"	"2017"	213	2194318	9.7
	"Kentucky"	"21"	"Male"	"M"	"2018"	"2018"	228	2201511	10.4
	"Kentucky"	"21"	"Male"	"M"	"2019"	"2019"	306	2201029	13.9
	"Kentucky"	"21"	"Male"	"M"	"2020 "	"2020"	527	2205345	23.9
	"Louisiana"	"22"	"Female"	"F"	"2013"	"2013"	Suppressed	2361537	Suppressed
	"Louisiana"	"22"	"Female"	"F"	"2014"	"2014"	Suppressed	2375737	Suppressed
	"Louisiana"	"22"	"Female"	"F"	"2015"	"2015"	14	2386915	Unreliable
	"Louisiana"	"22"	"Female"	"F"	"2016"	"2016"	29	2392296	1.2
	"Louisiana"	"22"	"Female"	"F"	"2017"	"2017"	35	2394887	1.5
	"Louisiana"	"22"	"Female"	"F"	"2018"	"2018"	44	2385219	1.8
	"Louisiana"	"22"	"Female"	"F"	"2019"	"2019"	73	2381744	3.1
	"Louisiana"	"22"	"Female"	"F"	"2020 "	"2020"	106	2381158	4.5
	"Louisiana"	"22"	"Male"	"M"	"2013"	"2013"	26	2263933	1.1
	"Louisiana"	"22"	"Male"	"M"	"2014"	"2014"	30	2273939	1.3
	"Louisiana"	"22"	"Male"	"M"	"2015"	"2015"	29	2283809	1.3
	"Louisiana"	"22"	"Male"	"M"	"2016"	"2016"	50	2289370	2.2
	"Louisiana"	"22"	"Male"	"M"	"2017"	"2017"	65	2289446	2.8
	"Louisiana"	"22"	"Male"	"M"	"2018"	"2018"	93	2274759	4.1
	"Louisiana"	"22"	"Male"	"M"	"2019"	"2019"	141	2267050	6.2
	"Louisiana"	"22"	"Male"	"M"	"2020 "	"2020"	276	2264160	12.2
	"Maine"	"23"	"Female"	"F"	"2013"	"2013"	Suppressed	678082	Suppressed
	"Maine"	"23"	"Female"	"F"	"2014"	"2014"	Suppressed	678818	Suppressed
	"Maine"	"23"	"Female"	"F"	"2015"	"2015"	Suppressed	678071	Suppressed
	"Maine"	"23"	"Female"	"F"	"2016"	"2016"	Suppressed	678894	Suppressed
	"Maine"	"23"	"Female"	"F"	"2017"	"2017"	14	681387	Unreliable
	"Maine"	"23"	"Female"	"F"	"2018"	"2018"	10	683031	Unreliable
	"Maine"	"23"	"Female"	"F"	"2019"	"2019"	26	686100	3.8
	"Maine"	"23"	"Female"	"F"	"2020 "	"2020"	34	688840	4.9
	"Maine"	"23"	"Male"	"M"	"2013"	"2013"	Suppressed	650220	Suppressed
	"Maine"	"23"	"Male"	"M"	"2014"	"2014"	12	651271	Unreliable
	"Maine"	"23"	"Male"	"M"	"2015"	"2015"	13	651257	Unreliable
	"Maine"	"23"	"Male"	"M"	"2016"	"2016"	22	652585	3.4
	"Maine"	"23"	"Male"	"M"	"2017"	"2017"	30	654520	4.6
	"Maine"	"23"	"Male"	"M"	"2018"	"2018"	30	655373	4.6
	"Maine"	"23"	"Male"	"M"	"2019"	"2019"	39	658112	5.9
	"Maine"	"23"	"Male"	"M"	"2020 "	"2020"	84	661301	12.7
	"Maryland"	"24"	"Female"	"F"	"2013"	"2013"	Suppressed	3054052	Suppressed
	"Maryland"	"24"	"Female"	"F"	"2014"	"2014"	Suppressed	3079989	Suppressed
	"Maryland"	"24"	"Female"	"F"	"2015"	"2015"	Suppressed	3095316	Suppressed
	"Maryland"	"24"	"Female"	"F"	"2016"	"2016"	Suppressed	3101981	Suppressed
	"Maryland"	"24"	"Female"	"F"	"2017"	"2017"	18	3118023	Unreliable
	"Maryland"	"24"	"Female"	"F"	"2018"	"2018"	18	3113797	Unreliable
	"Maryland"	"24"	"Female"	"F"	"2019"	"2019"	25	3116815	0.8
	"Maryland"	"24"	"Female"	"F"	"2020 "	"2020"	40	3123228	1.3
	"Maryland"	"24"	"Male"	"M"	"2013"	"2013"	10	2874762	Unreliable
