"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Arizona"	"04"	"Male"	"M"	"2014"	"2014"	150	3343847	4.5
	"Arizona"	"04"	"Male"	"M"	"2015"	"2015"	147	3391490	4.3
	"Arizona"	"04"	"Male"	"M"	"2016"	"2016"	173	3442895	5.0
	"Arizona"	"04"	"Male"	"M"	"2017"	"2017"	192	3488301	5.5
	"Arizona"	"04"	"Male"	"M"	"2018"	"2018"	171	3565339	4.8
	"Arizona"	"04"	"Male"	"M"	"2019"	"2019"	180	3617297	5.0
	"Arizona"	"04"	"Male"	"M"	"2020 "	"2020"	189	3685926	5.1
	"Arkansas"	"05"	"Female"	"F"	"2013"	"2013"	53	1505782	3.5
	"Arkansas"	"05"	"Female"	"F"	"2014"	"2014"	54	1509053	3.6
	"Arkansas"	"05"	"Female"	"F"	"2015"	"2015"	70	1515348	4.6
	"Arkansas"	"05"	"Female"	"F"	"2016"	"2016"	56	1520375	3.7
	"Arkansas"	"05"	"Female"	"F"	"2017"	"2017"	70	1528215	4.6
	"Arkansas"	"05"	"Female"	"F"	"2018"	"2018"	57	1533682	3.7
	"Arkansas"	"05"	"Female"	"F"	"2019"	"2019"	50	1536188	3.3
	"Arkansas"	"05"	"Female"	"F"	"2020 "	"2020"	56	1543666	3.6
	"Arkansas"	"05"	"Male"	"M"	"2013"	"2013"	58	1453591	4.0
	"Arkansas"	"05"	"Male"	"M"	"2014"	"2014"	65	1457316	4.5
	"Arkansas"	"05"	"Male"	"M"	"2015"	"2015"	74	1462856	5.1
	"Arkansas"	"05"	"Male"	"M"	"2016"	"2016"	58	1467873	4.0
	"Arkansas"	"05"	"Male"	"M"	"2017"	"2017"	46	1476064	3.1
	"Arkansas"	"05"	"Male"	"M"	"2018"	"2018"	51	1480143	3.4
	"Arkansas"	"05"	"Male"	"M"	"2019"	"2019"	38	1481616	2.6
	"Arkansas"	"05"	"Male"	"M"	"2020 "	"2020"	39	1486856	2.6
	"California"	"06"	"Female"	"F"	"2013"	"2013"	408	19268325	2.1
	"California"	"06"	"Female"	"F"	"2014"	"2014"	442	19533596	2.3
	"California"	"06"	"Female"	"F"	"2015"	"2015"	415	19701750	2.1
	"California"	"06"	"Female"	"F"	"2016"	"2016"	374	19756656	1.9
	"California"	"06"	"Female"	"F"	"2017"	"2017"	373	19889100	1.9
	"California"	"06"	"Female"	"F"	"2018"	"2018"	356	19893468	1.8
	"California"	"06"	"Female"	"F"	"2019"	"2019"	345	19867369	1.7
	"California"	"06"	"Female"	"F"	"2020 "	"2020"	357	19790589	1.8
	"California"	"06"	"Male"	"M"	"2013"	"2013"	631	19064196	3.3
	"California"	"06"	"Male"	"M"	"2014"	"2014"	605	19268904	3.1
	"California"	"06"	"Male"	"M"	"2015"	"2015"	604	19443068	3.1
	"California"	"06"	"Male"	"M"	"2016"	"2016"	581	19493361	3.0
	"California"	"06"	"Male"	"M"	"2017"	"2017"	600	19647553	3.1
	"California"	"06"	"Male"	"M"	"2018"	"2018"	554	19663577	2.8
	"California"	"06"	"Male"	"M"	"2019"	"2019"	572	19644854	2.9
	"California"	"06"	"Male"	"M"	"2020 "	"2020"	631	19577489	3.2
	"Colorado"	"08"	"Female"	"F"	"2013"	"2013"	99	2621921	3.8
	"Colorado"	"08"	"Female"	"F"	"2014"	"2014"	125	2664707	4.7
	"Colorado"	"08"	"Female"	"F"	"2015"	"2015"	120	2712811	4.4
	"Colorado"	"08"	"Female"	"F"	"2016"	"2016"	94	2754727	3.4
	"Colorado"	"08"	"Female"	"F"	"2017"	"2017"	119	2784821	4.3
	"Colorado"	"08"	"Female"	"F"	"2018"	"2018"	97	2827696	3.4
	"Colorado"	"08"	"Female"	"F"	"2019"	"2019"	125	2857388	4.4
	"Colorado"	"08"	"Female"	"F"	"2020 "	"2020"	104	2881832	3.6
	"Colorado"	"08"	"Male"	"M"	"2013"	"2013"	122	2646446	4.6
	"Colorado"	"08"	"Male"	"M"	"2014"	"2014"	134	2691159	5.0
	"Colorado"	"08"	"Male"	"M"	"2015"	"2015"	139	2743763	5.1
	"Colorado"	"08"	"Male"	"M"	"2016"	"2016"	118	2785818	4.2
	"Colorado"	"08"	"Male"	"M"	"2017"	"2017"	135	2822333	4.8
	"Colorado"	"08"	"Male"	"M"	"2018"	"2018"	125	2867868	4.4
	"Colorado"	"08"	"Male"	"M"	"2019"	"2019"	107	2901348	3.7
	"Colorado"	"08"	"Male"	"M"	"2020 "	"2020"	157	2925887	5.4
	"Connecticut"	"09"	"Female"	"F"	"2013"	"2013"	58	1841929	3.1
	"Connecticut"	"09"	"Female"	"F"	"2014"	"2014"	60	1842128	3.3
	"Connecticut"	"09"	"Female"	"F"	"2015"	"2015"	73	1839139	4.0
	"Connecticut"	"09"	"Female"	"F"	"2016"	"2016"	78	1830837	4.3
	"Connecticut"	"09"	"Female"	"F"	"2017"	"2017"	66	1836384	3.6
	"Connecticut"	"09"	"Female"	"F"	"2018"	"2018"	58	1829270	3.2
	"Connecticut"	"09"	"Female"	"F"	"2019"	"2019"	64	1825870	3.5
	"Connecticut"	"09"	"Female"	"F"	"2020 "	"2020"	83	1822086	4.6
	"Connecticut"	"09"	"Male"	"M"	"2013"	"2013"	86	1754151	4.9
	"Connecticut"	"09"	"Male"	"M"	"2014"	"2014"	97	1754549	5.5
	"Connecticut"	"09"	"Male"	"M"	"2015"	"2015"	110	1751747	6.3
	"Connecticut"	"09"	"Male"	"M"	"2016"	"2016"	128	1745615	7.3
	"Connecticut"	"09"	"Male"	"M"	"2017"	"2017"	122	1751800	7.0
	"Connecticut"	"09"	"Male"	"M"	"2018"	"2018"	103	1743395	5.9
	"Connecticut"	"09"	"Male"	"M"	"2019"	"2019"	144	1739417	8.3
	"Connecticut"	"09"	"Male"	"M"	"2020 "	"2020"	133	1734920	7.7
	"Delaware"	"10"	"Female"	"F"	"2013"	"2013"	Suppressed	477802	Suppressed
	"Delaware"	"10"	"Female"	"F"	"2014"	"2014"	15	482925	Unreliable
	"Delaware"	"10"	"Female"	"F"	"2015"	"2015"	16	488125	Unreliable
	"Delaware"	"10"	"Female"	"F"	"2016"	"2016"	13	491395	Unreliable
	"Delaware"	"10"	"Female"	"F"	"2017"	"2017"	20	496425	4.0
	"Delaware"	"10"	"Female"	"F"	"2018"	"2018"	25	499244	5.0
	"Delaware"	"10"	"Female"	"F"	"2019"	"2019"	26	502971	5.2
	"Delaware"	"10"	"Female"	"F"	"2020 "	"2020"	19	510069	Unreliable
	"Delaware"	"10"	"Male"	"M"	"2013"	"2013"	26	447947	5.8
	"Delaware"	"10"	"Male"	"M"	"2014"	"2014"	23	452689	5.1
	"Delaware"	"10"	"Male"	"M"	"2015"	"2015"	20	457809	4.4
	"Delaware"	"10"	"Male"	"M"	"2016"	"2016"	18	460670	Unreliable
	"Delaware"	"10"	"Male"	"M"	"2017"	"2017"	44	465514	9.5
	"Delaware"	"10"	"Male"	"M"	"2018"	"2018"	37	467927	7.9
	"Delaware"	"10"	"Male"	"M"	"2019"	"2019"	25	470793	5.3
	"Delaware"	"10"	"Male"	"M"	"2020 "	"2020"	33	476740	6.9
	"District of Columbia"	"11"	"Female"	"F"	"2013"	"2013"	Suppressed	340199	Suppressed
	"District of Columbia"	"11"	"Female"	"F"	"2014"	"2014"	Suppressed	346293	Suppressed
	"District of Columbia"	"11"	"Female"	"F"	"2015"	"2015"	Suppressed	353627	Suppressed
	"District of Columbia"	"11"	"Female"	"F"	"2016"	"2016"	11	357940	Unreliable
	"District of Columbia"	"11"	"Female"	"F"	"2017"	"2017"	18	364773	Unreliable
	"District of Columbia"	"11"	"Female"	"F"	"2018"	"2018"	Suppressed	369148	Suppressed
	"District of Columbia"	"11"	"Female"	"F"	"2019"	"2019"	Suppressed	371038	Suppressed
	"District of Columbia"	"11"	"Female"	"F"	"2020 "	"2020"	16	374884	Unreliable
	"District of Columbia"	"11"	"Male"	"M"	"2013"	"2013"	Suppressed	306250	Suppressed
	"District of Columbia"	"11"	"Male"	"M"	"2014"	"2014"	12	312600	Unreliable
	"District of Columbia"	"11"	"Male"	"M"	"2015"	"2015"	13	318601	Unreliable
	"District of Columbia"	"11"	"Male"	"M"	"2016"	"2016"	41	323230	12.7
	"District of Columbia"	"11"	"Male"	"M"	"2017"	"2017"	21	329199	6.4
	"District of Columbia"	"11"	"Male"	"M"	"2018"	"2018"	23	333307	6.9
	"District of Columbia"	"11"	"Male"	"M"	"2019"	"2019"	17	334711	Unreliable
	"District of Columbia"	"11"	"Male"	"M"	"2020 "	"2020"	21	337932	6.2
	"Florida"	"12"	"Female"	"F"	"2013"	"2013"	321	9990213	3.2
	"Florida"	"12"	"Female"	"F"	"2014"	"2014"	318	10170011	3.1
	"Florida"	"12"	"Female"	"F"	"2015"	"2015"	342	10368733	3.3
	"Florida"	"12"	"Female"	"F"	"2016"	"2016"	412	10542288	3.9
	"Florida"	"12"	"Female"	"F"	"2017"	"2017"	436	10727581	4.1
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	485	10887548	4.5
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	404	10980681	3.7
	"Florida"	"12"	"Female"	"F"	"2020 "	"2020"	435	11113132	3.9
	"Florida"	"12"	"Male"	"M"	"2013"	"2013"	430	9562647	4.5
	"Florida"	"12"	"Male"	"M"	"2014"	"2014"	379	9723286	3.9
	"Florida"	"12"	"Male"	"M"	"2015"	"2015"	447	9902539	4.5
	"Florida"	"12"	"Male"	"M"	"2016"	"2016"	618	10070151	6.1
	"Florida"	"12"	"Male"	"M"	"2017"	"2017"	697	10256819	6.8
	"Florida"	"12"	"Male"	"M"	"2018"	"2018"	665	10411777	6.4
	"Florida"	"12"	"Male"	"M"	"2019"	"2019"	681	10497056	6.5
	"Florida"	"12"	"Male"	"M"	"2020 "	"2020"	677	10620180	6.4
	"Georgia"	"13"	"Female"	"F"	"2013"	"2013"	133	5110806	2.6
	"Georgia"	"13"	"Female"	"F"	"2014"	"2014"	182	5170356	3.5
	"Georgia"	"13"	"Female"	"F"	"2015"	"2015"	202	5234978	3.9
	"Georgia"	"13"	"Female"	"F"	"2016"	"2016"	220	5289906	4.2
	"Georgia"	"13"	"Female"	"F"	"2017"	"2017"	248	5353872	4.6
	"Georgia"	"13"	"Female"	"F"	"2018"	"2018"	178	5404059	3.3
	"Georgia"	"13"	"Female"	"F"	"2019"	"2019"	159	5456999	2.9
	"Georgia"	"13"	"Female"	"F"	"2020 "	"2020"	200	5508468	3.6
	"Georgia"	"13"	"Male"	"M"	"2013"	"2013"	176	4881361	3.6
	"Georgia"	"13"	"Male"	"M"	"2014"	"2014"	206	4926987	4.2
	"Georgia"	"13"	"Male"	"M"	"2015"	"2015"	233	4979882	4.7
	"Georgia"	"13"	"Male"	"M"	"2016"	"2016"	235	5020465	4.7
	"Georgia"	"13"	"Male"	"M"	"2017"	"2017"	265	5075507	5.2
	"Georgia"	"13"	"Male"	"M"	"2018"	"2018"	217	5115416	4.2
	"Georgia"	"13"	"Male"	"M"	"2019"	"2019"	202	5160424	3.9
	"Georgia"	"13"	"Male"	"M"	"2020 "	"2020"	243	5201549	4.7
	"Hawaii"	"15"	"Female"	"F"	"2013"	"2013"	14	694440	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2014"	"2014"	14	701462	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	12	706231	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	20	710942	2.8
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	14	711451	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	Suppressed	709489	Suppressed
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	Suppressed	707832	Suppressed
	"Hawaii"	"15"	"Female"	"F"	"2020 "	"2020"	10	702640	Unreliable
	"Hawaii"	"15"	"Male"	"M"	"2013"	"2013"	25	709614	3.5
	"Hawaii"	"15"	"Male"	"M"	"2014"	"2014"	21	718099	2.9
	"Hawaii"	"15"	"Male"	"M"	"2015"	"2015"	25	725372	3.4
	"Hawaii"	"15"	"Male"	"M"	"2016"	"2016"	24	717615	3.3
	"Hawaii"	"15"	"Male"	"M"	"2017"	"2017"	19	716087	Unreliable
	"Hawaii"	"15"	"Male"	"M"	"2018"	"2018"	18	711002	Unreliable
	"Hawaii"	"15"	"Male"	"M"	"2019"	"2019"	15	708040	Unreliable
	"Hawaii"	"15"	"Male"	"M"	"2020 "	"2020"	18	704366	Unreliable
	"Idaho"	"16"	"Female"	"F"	"2013"	"2013"	26	805052	3.2
	"Idaho"	"16"	"Female"	"F"	"2014"	"2014"	28	815968	3.4
	"Idaho"	"16"	"Female"	"F"	"2015"	"2015"	27	826183	3.3
	"Idaho"	"16"	"Female"	"F"	"2016"	"2016"	25	839608	3.0
	"Idaho"	"16"	"Female"	"F"	"2017"	"2017"	32	856485	3.7
	"Idaho"	"16"	"Female"	"F"	"2018"	"2018"	31	875131	3.5
	"Idaho"	"16"	"Female"	"F"	"2019"	"2019"	39	891137	4.4
	"Idaho"	"16"	"Female"	"F"	"2020 "	"2020"	42	910789	4.6
	"Idaho"	"16"	"Male"	"M"	"2013"	"2013"	25	807084	3.1
	"Idaho"	"16"	"Male"	"M"	"2014"	"2014"	14	818496	Unreliable
	"Idaho"	"16"	"Male"	"M"	"2015"	"2015"	24	828747	2.9
	"Idaho"	"16"	"Male"	"M"	"2016"	"2016"	39	843532	4.6
	"Idaho"	"16"	"Male"	"M"	"2017"	"2017"	23	860458	2.7
	"Idaho"	"16"	"Male"	"M"	"2018"	"2018"	37	879077	4.2
	"Idaho"	"16"	"Male"	"M"	"2019"	"2019"	36	895928	4.0
	"Idaho"	"16"	"Male"	"M"	"2020 "	"2020"	41	916124	4.5
	"Illinois"	"17"	"Female"	"F"	"2013"	"2013"	71	6555652	1.1
	"Illinois"	"17"	"Female"	"F"	"2014"	"2014"	117	6559694	1.8
	"Illinois"	"17"	"Female"	"F"	"2015"	"2015"	127	6545500	1.9
	"Illinois"	"17"	"Female"	"F"	"2016"	"2016"	163	6509748	2.5
	"Illinois"	"17"	"Female"	"F"	"2017"	"2017"	202	6509545	3.1
	"Illinois"	"17"	"Female"	"F"	"2018"	"2018"	178	6480179	2.7
	"Illinois"	"17"	"Female"	"F"	"2019"	"2019"	149	6445263	2.3
	"Illinois"	"17"	"Female"	"F"	"2020 "	"2020"	181	6402224	2.8
	"Illinois"	"17"	"Male"	"M"	"2013"	"2013"	114	6326483	1.8
	"Illinois"	"17"	"Male"	"M"	"2014"	"2014"	136	6320886	2.2
	"Illinois"	"17"	"Male"	"M"	"2015"	"2015"	144	6314495	2.3
	"Illinois"	"17"	"Male"	"M"	"2016"	"2016"	215	6291791	3.4
	"Illinois"	"17"	"Male"	"M"	"2017"	"2017"	292	6292478	4.6
	"Illinois"	"17"	"Male"	"M"	"2018"	"2018"	229	6260901	3.7
	"Illinois"	"17"	"Male"	"M"	"2019"	"2019"	271	6226558	4.4
	"Illinois"	"17"	"Male"	"M"	"2020 "	"2020"	335	6185306	5.4
	"Indiana"	"18"	"Female"	"F"	"2013"	"2013"	43	3334634	1.3
	"Indiana"	"18"	"Female"	"F"	"2014"	"2014"	61	3347411	1.8
	"Indiana"	"18"	"Female"	"F"	"2015"	"2015"	54	3357815	1.6
	"Indiana"	"18"	"Female"	"F"	"2016"	"2016"	109	3363491	3.2
	"Indiana"	"18"	"Female"	"F"	"2017"	"2017"	172	3379723	5.1
	"Indiana"	"18"	"Female"	"F"	"2018"	"2018"	136	3391576	4.0
	"Indiana"	"18"	"Female"	"F"	"2019"	"2019"	145	3411859	4.2
	"Indiana"	"18"	"Female"	"F"	"2020 "	"2020"	148	3422994	4.3
	"Indiana"	"18"	"Male"	"M"	"2013"	"2013"	68	3236268	2.1
	"Indiana"	"18"	"Male"	"M"	"2014"	"2014"	88	3249444	2.7
	"Indiana"	"18"	"Male"	"M"	"2015"	"2015"	93	3261865	2.9
	"Indiana"	"18"	"Male"	"M"	"2016"	"2016"	122	3269562	3.7
	"Indiana"	"18"	"Male"	"M"	"2017"	"2017"	218	3287095	6.6
	"Indiana"	"18"	"Male"	"M"	"2018"	"2018"	187	3300302	5.7
	"Indiana"	"18"	"Male"	"M"	"2019"	"2019"	209	3320360	6.3
	"Indiana"	"18"	"Male"	"M"	"2020 "	"2020"	270	3331959	8.1
	"Iowa"	"19"	"Female"	"F"	"2013"	"2013"	62	1557015	4.0
	"Iowa"	"19"	"Female"	"F"	"2014"	"2014"	40	1564081	2.6
	"Iowa"	"19"	"Female"	"F"	"2015"	"2015"	37	1571873	2.4
	"Iowa"	"19"	"Female"	"F"	"2016"	"2016"	35	1575574	2.2
	"Iowa"	"19"	"Female"	"F"	"2017"	"2017"	47	1580978	3.0
	"Iowa"	"19"	"Female"	"F"	"2018"	"2018"	23	1585338	1.5
	"Iowa"	"19"	"Female"	"F"	"2019"	"2019"	20	1583995	1.3
	"Iowa"	"19"	"Female"	"F"	"2020 "	"2020"	26	1587866	1.6
	"Iowa"	"19"	"Male"	"M"	"2013"	"2013"	44	1533401	2.9
	"Iowa"	"19"	"Male"	"M"	"2014"	"2014"	41	1543045	2.7
	"Iowa"	"19"	"Male"	"M"	"2015"	"2015"	38	1552026	2.4
	"Iowa"	"19"	"Male"	"M"	"2016"	"2016"	47	1559119	3.0
	"Iowa"	"19"	"Male"	"M"	"2017"	"2017"	48	1564733	3.1
	"Iowa"	"19"	"Male"	"M"	"2018"	"2018"	31	1570807	2.0
	"Iowa"	"19"	"Male"	"M"	"2019"	"2019"	33	1571075	2.1
	"Iowa"	"19"	"Male"	"M"	"2020 "	"2020"	26	1575695	1.7
	"Kansas"	"20"	"Female"	"F"	"2013"	"2013"	46	1452009	3.2
	"Kansas"	"20"	"Female"	"F"	"2014"	"2014"	42	1456666	2.9
	"Kansas"	"20"	"Female"	"F"	"2015"	"2015"	42	1458008	2.9
	"Kansas"	"20"	"Female"	"F"	"2016"	"2016"	47	1459530	3.2
	"Kansas"	"20"	"Female"	"F"	"2017"	"2017"	37	1461167	2.5
	"Kansas"	"20"	"Female"	"F"	"2018"	"2018"	37	1461099	2.5
	"Kansas"	"20"	"Female"	"F"	"2019"	"2019"	43	1461617	2.9
	"Kansas"	"20"	"Female"	"F"	"2020 "	"2020"	37	1462265	2.5
	"Kansas"	"20"	"Male"	"M"	"2013"	"2013"	42	1441948	2.9
	"Kansas"	"20"	"Male"	"M"	"2014"	"2014"	49	1447355	3.4
	"Kansas"	"20"	"Male"	"M"	"2015"	"2015"	32	1453633	2.2
	"Kansas"	"20"	"Male"	"M"	"2016"	"2016"	36	1447759	2.5
	"Kansas"	"20"	"Male"	"M"	"2017"	"2017"	37	1451956	2.5
	"Kansas"	"20"	"Male"	"M"	"2018"	"2018"	36	1450406	2.5
	"Kansas"	"20"	"Male"	"M"	"2019"	"2019"	25	1451697	1.7
	"Kansas"	"20"	"Male"	"M"	"2020 "	"2020"	39	1451540	2.7
	"Kentucky"	"21"	"Female"	"F"	"2013"	"2013"	144	2231899	6.5
	"Kentucky"	"21"	"Female"	"F"	"2014"	"2014"	152	2240299	6.8
	"Kentucky"	"21"	"Female"	"F"	"2015"	"2015"	173	2245998	7.7
	"Kentucky"	"21"	"Female"	"F"	"2016"	"2016"	170	2250421	7.6
	"Kentucky"	"21"	"Female"	"F"	"2017"	"2017"	167	2259871	7.4
	"Kentucky"	"21"	"Female"	"F"	"2018"	"2018"	117	2266891	5.2
	"Kentucky"	"21"	"Female"	"F"	"2019"	"2019"	144	2266644	6.4
	"Kentucky"	"21"	"Female"	"F"	"2020 "	"2020"	167	2271906	7.4
	"Kentucky"	"21"	"Male"	"M"	"2013"	"2013"	205	2163396	9.5
	"Kentucky"	"21"	"Male"	"M"	"2014"	"2014"	192	2173158	8.8
	"Kentucky"	"21"	"Male"	"M"	"2015"	"2015"	209	2179094	9.6
	"Kentucky"	"21"	"Male"	"M"	"2016"	"2016"	233	2186553	10.7
	"Kentucky"	"21"	"Male"	"M"	"2017"	"2017"	232	2194318	10.6
	"Kentucky"	"21"	"Male"	"M"	"2018"	"2018"	173	2201511	7.9
	"Kentucky"	"21"	"Male"	"M"	"2019"	"2019"	177	2201029	8.0
	"Kentucky"	"21"	"Male"	"M"	"2020 "	"2020"	265	2205345	12.0
	"Louisiana"	"22"	"Female"	"F"	"2013"	"2013"	41	2361537	1.7
	"Louisiana"	"22"	"Female"	"F"	"2014"	"2014"	39	2375737	1.6
	"Louisiana"	"22"	"Female"	"F"	"2015"	"2015"	58	2386915	2.4
	"Louisiana"	"22"	"Female"	"F"	"2016"	"2016"	55	2392296	2.3
	"Louisiana"	"22"	"Female"	"F"	"2017"	"2017"	66	2394887	2.8
	"Louisiana"	"22"	"Female"	"F"	"2018"	"2018"	64	2385219	2.7
	"Louisiana"	"22"	"Female"	"F"	"2019"	"2019"	74	2381744	3.1
	"Louisiana"	"22"	"Female"	"F"	"2020 "	"2020"	90	2381158	3.8
	"Louisiana"	"22"	"Male"	"M"	"2013"	"2013"	45	2263933	2.0
	"Louisiana"	"22"	"Male"	"M"	"2014"	"2014"	54	2273939	2.4
	"Louisiana"	"22"	"Male"	"M"	"2015"	"2015"	50	2283809	2.2
	"Louisiana"	"22"	"Male"	"M"	"2016"	"2016"	56	2289370	2.4
	"Louisiana"	"22"	"Male"	"M"	"2017"	"2017"	95	2289446	4.1
	"Louisiana"	"22"	"Male"	"M"	"2018"	"2018"	71	2274759	3.1
	"Louisiana"	"22"	"Male"	"M"	"2019"	"2019"	96	2267050	4.2
	"Louisiana"	"22"	"Male"	"M"	"2020 "	"2020"	159	2264160	7.0
	"Maine"	"23"	"Female"	"F"	"2013"	"2013"	24	678082	3.5
	"Maine"	"23"	"Female"	"F"	"2014"	"2014"	32	678818	4.7
	"Maine"	"23"	"Female"	"F"	"2015"	"2015"	41	678071	6.0
	"Maine"	"23"	"Female"	"F"	"2016"	"2016"	38	678894	5.6
	"Maine"	"23"	"Female"	"F"	"2017"	"2017"	31	681387	4.5
	"Maine"	"23"	"Female"	"F"	"2018"	"2018"	19	683031	Unreliable
	"Maine"	"23"	"Female"	"F"	"2019"	"2019"	19	686100	Unreliable
	"Maine"	"23"	"Female"	"F"	"2020 "	"2020"	32	688840	4.6
	"Maine"	"23"	"Male"	"M"	"2013"	"2013"	40	650220	6.2
	"Maine"	"23"	"Male"	"M"	"2014"	"2014"	48	651271	7.4
	"Maine"	"23"	"Male"	"M"	"2015"	"2015"	61	651257	9.4
	"Maine"	"23"	"Male"	"M"	"2016"	"2016"	94	652585	14.4
	"Maine"	"23"	"Male"	"M"	"2017"	"2017"	44	654520	6.7
	"Maine"	"23"	"Male"	"M"	"2018"	"2018"	37	655373	5.6
	"Maine"	"23"	"Male"	"M"	"2019"	"2019"	31	658112	4.7
	"Maine"	"23"	"Male"	"M"	"2020 "	"2020"	39	661301	5.9
	"Maryland"	"24"	"Female"	"F"	"2013"	"2013"	134	3054052	4.4
	"Maryland"	"24"	"Female"	"F"	"2014"	"2014"	132	3079989	4.3
	"Maryland"	"24"	"Female"	"F"	"2015"	"2015"	145	3095316	4.7
	"Maryland"	"24"	"Female"	"F"	"2016"	"2016"	235	3101981	7.6
	"Maryland"	"24"	"Female"	"F"	"2017"	"2017"	179	3118023	5.7
	"Maryland"	"24"	"Female"	"F"	"2018"	"2018"	155	3113797	5.0
	"Maryland"	"24"	"Female"	"F"	"2019"	"2019"	148	3116815	4.7
	"Maryland"	"24"	"Female"	"F"	"2020 "	"2020"	128	3123228	4.1
	"Maryland"	"24"	"Male"	"M"	"2013"	"2013"	170	2874762	5.9
	"Maryland"	"24"	"Male"	"M"	"2014"	"2014"	256	2896418	8.8
	"Maryland"	"24"	"Male"	"M"	"2015"	"2015"	253	2911085	8.7
	"Maryland"	"24"	"Male"	"M"	"2016"	"2016"	431	2914466	14.8
	"Maryland"	"24"	"Male"	"M"	"2017"	"2017"	345	2934154	11.8
	"Maryland"	"24"	"Male"	"M"	"2018"	"2018"	270	2928921	9.2
	"Maryland"	"24"	"Male"	"M"	"2019"	"2019"	284	2928865	9.7
	"Maryland"	"24"	"Male"	"M"	"2020 "	"2020"	241	2932574	8.2
