"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alaska"	"02"	"Female"	"F"	"2020 "	"2020"	24	349621	6.9
	"Alaska"	"02"	"Male"	"M"	"2013"	"2013"	Suppressed	385568	Suppressed
	"Alaska"	"02"	"Male"	"M"	"2014"	"2014"	Suppressed	387296	Suppressed
	"Alaska"	"02"	"Male"	"M"	"2015"	"2015"	Suppressed	389025	Suppressed
	"Alaska"	"02"	"Male"	"M"	"2016"	"2016"	Suppressed	388132	Suppressed
	"Alaska"	"02"	"Male"	"M"	"2017"	"2017"	23	386792	5.9
	"Alaska"	"02"	"Male"	"M"	"2018"	"2018"	10	384573	Unreliable
	"Alaska"	"02"	"Male"	"M"	"2019"	"2019"	17	381418	Unreliable
	"Alaska"	"02"	"Male"	"M"	"2020 "	"2020"	45	381537	11.8
	"Arizona"	"04"	"Female"	"F"	"2013"	"2013"	29	3331505	0.9
	"Arizona"	"04"	"Female"	"F"	"2014"	"2014"	27	3387637	0.8
	"Arizona"	"04"	"Female"	"F"	"2015"	"2015"	32	3436575	0.9
	"Arizona"	"04"	"Female"	"F"	"2016"	"2016"	36	3488176	1.0
	"Arizona"	"04"	"Female"	"F"	"2017"	"2017"	65	3527969	1.8
	"Arizona"	"04"	"Female"	"F"	"2018"	"2018"	149	3606307	4.1
	"Arizona"	"04"	"Female"	"F"	"2019"	"2019"	209	3661420	5.7
	"Arizona"	"04"	"Female"	"F"	"2020 "	"2020"	368	3735475	9.9
	"Arizona"	"04"	"Male"	"M"	"2013"	"2013"	23	3295119	0.7
	"Arizona"	"04"	"Male"	"M"	"2014"	"2014"	30	3343847	0.9
	"Arizona"	"04"	"Male"	"M"	"2015"	"2015"	40	3391490	1.2
	"Arizona"	"04"	"Male"	"M"	"2016"	"2016"	87	3442895	2.5
	"Arizona"	"04"	"Male"	"M"	"2017"	"2017"	202	3488301	5.8
	"Arizona"	"04"	"Male"	"M"	"2018"	"2018"	373	3565339	10.5
	"Arizona"	"04"	"Male"	"M"	"2019"	"2019"	587	3617297	16.2
	"Arizona"	"04"	"Male"	"M"	"2020 "	"2020"	1108	3685926	30.1
	"Arkansas"	"05"	"Female"	"F"	"2013"	"2013"	18	1505782	Unreliable
	"Arkansas"	"05"	"Female"	"F"	"2014"	"2014"	18	1509053	Unreliable
	"Arkansas"	"05"	"Female"	"F"	"2015"	"2015"	18	1515348	Unreliable
	"Arkansas"	"05"	"Female"	"F"	"2016"	"2016"	14	1520375	Unreliable
	"Arkansas"	"05"	"Female"	"F"	"2017"	"2017"	26	1528215	1.7
	"Arkansas"	"05"	"Female"	"F"	"2018"	"2018"	30	1533682	2.0
	"Arkansas"	"05"	"Female"	"F"	"2019"	"2019"	37	1536188	2.4
	"Arkansas"	"05"	"Female"	"F"	"2020 "	"2020"	73	1543666	4.7
	"Arkansas"	"05"	"Male"	"M"	"2013"	"2013"	13	1453591	Unreliable
	"Arkansas"	"05"	"Male"	"M"	"2014"	"2014"	14	1457316	Unreliable
	"Arkansas"	"05"	"Male"	"M"	"2015"	"2015"	26	1462856	1.8
	"Arkansas"	"05"	"Male"	"M"	"2016"	"2016"	24	1467873	1.6
	"Arkansas"	"05"	"Male"	"M"	"2017"	"2017"	42	1476064	2.8
	"Arkansas"	"05"	"Male"	"M"	"2018"	"2018"	62	1480143	4.2
	"Arkansas"	"05"	"Male"	"M"	"2019"	"2019"	78	1481616	5.3
	"Arkansas"	"05"	"Male"	"M"	"2020 "	"2020"	122	1486856	8.2
	"California"	"06"	"Female"	"F"	"2013"	"2013"	79	19268325	0.4
	"California"	"06"	"Female"	"F"	"2014"	"2014"	83	19533596	0.4
	"California"	"06"	"Female"	"F"	"2015"	"2015"	87	19701750	0.4
	"California"	"06"	"Female"	"F"	"2016"	"2016"	102	19756656	0.5
	"California"	"06"	"Female"	"F"	"2017"	"2017"	133	19889100	0.7
	"California"	"06"	"Female"	"F"	"2018"	"2018"	202	19893468	1.0
	"California"	"06"	"Female"	"F"	"2019"	"2019"	371	19867369	1.9
	"California"	"06"	"Female"	"F"	"2020 "	"2020"	830	19790589	4.2
	"California"	"06"	"Male"	"M"	"2013"	"2013"	97	19064196	0.5
	"California"	"06"	"Male"	"M"	"2014"	"2014"	111	19268904	0.6
	"California"	"06"	"Male"	"M"	"2015"	"2015"	142	19443068	0.7
	"California"	"06"	"Male"	"M"	"2016"	"2016"	253	19493361	1.3
	"California"	"06"	"Male"	"M"	"2017"	"2017"	403	19647553	2.1
	"California"	"06"	"Male"	"M"	"2018"	"2018"	663	19663577	3.4
	"California"	"06"	"Male"	"M"	"2019"	"2019"	1304	19644854	6.6
	"California"	"06"	"Male"	"M"	"2020 "	"2020"	3179	19577489	16.2
	"Colorado"	"08"	"Female"	"F"	"2013"	"2013"	40	2621921	1.5
	"Colorado"	"08"	"Female"	"F"	"2014"	"2014"	41	2664707	1.5
	"Colorado"	"08"	"Female"	"F"	"2015"	"2015"	29	2712811	1.1
	"Colorado"	"08"	"Female"	"F"	"2016"	"2016"	27	2754727	1.0
	"Colorado"	"08"	"Female"	"F"	"2017"	"2017"	49	2784821	1.8
	"Colorado"	"08"	"Female"	"F"	"2018"	"2018"	48	2827696	1.7
	"Colorado"	"08"	"Female"	"F"	"2019"	"2019"	93	2857388	3.3
	"Colorado"	"08"	"Female"	"F"	"2020 "	"2020"	166	2881832	5.8
	"Colorado"	"08"	"Male"	"M"	"2013"	"2013"	27	2646446	1.0
	"Colorado"	"08"	"Male"	"M"	"2014"	"2014"	39	2691159	1.4
	"Colorado"	"08"	"Male"	"M"	"2015"	"2015"	35	2743763	1.3
	"Colorado"	"08"	"Male"	"M"	"2016"	"2016"	45	2785818	1.6
	"Colorado"	"08"	"Male"	"M"	"2017"	"2017"	63	2822333	2.2
	"Colorado"	"08"	"Male"	"M"	"2018"	"2018"	86	2867868	3.0
	"Colorado"	"08"	"Male"	"M"	"2019"	"2019"	162	2901348	5.6
	"Colorado"	"08"	"Male"	"M"	"2020 "	"2020"	424	2925887	14.5
	"Connecticut"	"09"	"Female"	"F"	"2013"	"2013"	17	1841929	Unreliable
	"Connecticut"	"09"	"Female"	"F"	"2014"	"2014"	39	1842128	2.1
	"Connecticut"	"09"	"Female"	"F"	"2015"	"2015"	49	1839139	2.7
	"Connecticut"	"09"	"Female"	"F"	"2016"	"2016"	115	1830837	6.3
	"Connecticut"	"09"	"Female"	"F"	"2017"	"2017"	148	1836384	8.1
	"Connecticut"	"09"	"Female"	"F"	"2018"	"2018"	167	1829270	9.1
	"Connecticut"	"09"	"Female"	"F"	"2019"	"2019"	214	1825870	11.7
	"Connecticut"	"09"	"Female"	"F"	"2020 "	"2020"	260	1822086	14.3
	"Connecticut"	"09"	"Male"	"M"	"2013"	"2013"	36	1754151	2.1
	"Connecticut"	"09"	"Male"	"M"	"2014"	"2014"	55	1754549	3.1
	"Connecticut"	"09"	"Male"	"M"	"2015"	"2015"	162	1751747	9.2
	"Connecticut"	"09"	"Male"	"M"	"2016"	"2016"	385	1745615	22.1
	"Connecticut"	"09"	"Male"	"M"	"2017"	"2017"	538	1751800	30.7
	"Connecticut"	"09"	"Male"	"M"	"2018"	"2018"	600	1743395	34.4
	"Connecticut"	"09"	"Male"	"M"	"2019"	"2019"	736	1739417	42.3
	"Connecticut"	"09"	"Male"	"M"	"2020 "	"2020"	882	1734920	50.8
	"Delaware"	"10"	"Female"	"F"	"2013"	"2013"	10	477802	Unreliable
	"Delaware"	"10"	"Female"	"F"	"2014"	"2014"	Suppressed	482925	Suppressed
	"Delaware"	"10"	"Female"	"F"	"2015"	"2015"	13	488125	Unreliable
	"Delaware"	"10"	"Female"	"F"	"2016"	"2016"	21	491395	4.3
	"Delaware"	"10"	"Female"	"F"	"2017"	"2017"	51	496425	10.3
	"Delaware"	"10"	"Female"	"F"	"2018"	"2018"	81	499244	16.2
	"Delaware"	"10"	"Female"	"F"	"2019"	"2019"	86	502971	17.1
	"Delaware"	"10"	"Female"	"F"	"2020 "	"2020"	114	510069	22.3
	"Delaware"	"10"	"Male"	"M"	"2013"	"2013"	12	447947	Unreliable
	"Delaware"	"10"	"Male"	"M"	"2014"	"2014"	21	452689	4.6
	"Delaware"	"10"	"Male"	"M"	"2015"	"2015"	25	457809	5.5
	"Delaware"	"10"	"Male"	"M"	"2016"	"2016"	58	460670	12.6
	"Delaware"	"10"	"Male"	"M"	"2017"	"2017"	127	465514	27.3
	"Delaware"	"10"	"Male"	"M"	"2018"	"2018"	215	467927	45.9
	"Delaware"	"10"	"Male"	"M"	"2019"	"2019"	257	470793	54.6
	"Delaware"	"10"	"Male"	"M"	"2020 "	"2020"	247	476740	51.8
	"District of Columbia"	"11"	"Female"	"F"	"2013"	"2013"	Suppressed	340199	Suppressed
	"District of Columbia"	"11"	"Female"	"F"	"2014"	"2014"	Suppressed	346293	Suppressed
	"District of Columbia"	"11"	"Female"	"F"	"2015"	"2015"	Suppressed	353627	Suppressed
	"District of Columbia"	"11"	"Female"	"F"	"2016"	"2016"	34	357940	9.5
	"District of Columbia"	"11"	"Female"	"F"	"2017"	"2017"	46	364773	12.6
	"District of Columbia"	"11"	"Female"	"F"	"2018"	"2018"	32	369148	8.7
	"District of Columbia"	"11"	"Female"	"F"	"2019"	"2019"	52	371038	14.0
	"District of Columbia"	"11"	"Female"	"F"	"2020 "	"2020"	86	374884	22.9
	"District of Columbia"	"11"	"Male"	"M"	"2013"	"2013"	Suppressed	306250	Suppressed
	"District of Columbia"	"11"	"Male"	"M"	"2014"	"2014"	Suppressed	312600	Suppressed
	"District of Columbia"	"11"	"Male"	"M"	"2015"	"2015"	18	318601	Unreliable
	"District of Columbia"	"11"	"Male"	"M"	"2016"	"2016"	95	323230	29.4
	"District of Columbia"	"11"	"Male"	"M"	"2017"	"2017"	136	329199	41.3
	"District of Columbia"	"11"	"Male"	"M"	"2018"	"2018"	130	333307	39.0
	"District of Columbia"	"11"	"Male"	"M"	"2019"	"2019"	164	334711	49.0
	"District of Columbia"	"11"	"Male"	"M"	"2020 "	"2020"	229	337932	67.8
	"Florida"	"12"	"Female"	"F"	"2013"	"2013"	81	9990213	0.8
	"Florida"	"12"	"Female"	"F"	"2014"	"2014"	121	10170011	1.2
	"Florida"	"12"	"Female"	"F"	"2015"	"2015"	180	10368733	1.7
	"Florida"	"12"	"Female"	"F"	"2016"	"2016"	406	10542288	3.9
	"Florida"	"12"	"Female"	"F"	"2017"	"2017"	564	10727581	5.3
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	602	10887548	5.5
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	746	10980681	6.8
	"Florida"	"12"	"Female"	"F"	"2020 "	"2020"	1211	11113132	10.9
	"Florida"	"12"	"Male"	"M"	"2013"	"2013"	119	9562647	1.2
	"Florida"	"12"	"Male"	"M"	"2014"	"2014"	222	9723286	2.3
	"Florida"	"12"	"Male"	"M"	"2015"	"2015"	430	9902539	4.3
	"Florida"	"12"	"Male"	"M"	"2016"	"2016"	1160	10070151	11.5
	"Florida"	"12"	"Male"	"M"	"2017"	"2017"	1562	10256819	15.2
	"Florida"	"12"	"Male"	"M"	"2018"	"2018"	1489	10411777	14.3
	"Florida"	"12"	"Male"	"M"	"2019"	"2019"	2091	10497056	19.9
	"Florida"	"12"	"Male"	"M"	"2020 "	"2020"	3523	10620180	33.2
	"Georgia"	"13"	"Female"	"F"	"2013"	"2013"	45	5110806	0.9
	"Georgia"	"13"	"Female"	"F"	"2014"	"2014"	62	5170356	1.2
	"Georgia"	"13"	"Female"	"F"	"2015"	"2015"	92	5234978	1.8
	"Georgia"	"13"	"Female"	"F"	"2016"	"2016"	111	5289906	2.1
	"Georgia"	"13"	"Female"	"F"	"2017"	"2017"	117	5353872	2.2
	"Georgia"	"13"	"Female"	"F"	"2018"	"2018"	100	5404059	1.9
	"Georgia"	"13"	"Female"	"F"	"2019"	"2019"	124	5456999	2.3
	"Georgia"	"13"	"Female"	"F"	"2020 "	"2020"	270	5508468	4.9
	"Georgia"	"13"	"Male"	"M"	"2013"	"2013"	35	4881361	0.7
	"Georgia"	"13"	"Male"	"M"	"2014"	"2014"	112	4926987	2.3
	"Georgia"	"13"	"Male"	"M"	"2015"	"2015"	192	4979882	3.9
	"Georgia"	"13"	"Male"	"M"	"2016"	"2016"	166	5020465	3.3
	"Georgia"	"13"	"Male"	"M"	"2017"	"2017"	302	5075507	6.0
	"Georgia"	"13"	"Male"	"M"	"2018"	"2018"	249	5115416	4.9
	"Georgia"	"13"	"Male"	"M"	"2019"	"2019"	295	5160424	5.7
	"Georgia"	"13"	"Male"	"M"	"2020 "	"2020"	626	5201549	12.0
	"Hawaii"	"15"	"Female"	"F"	"2013"	"2013"	Suppressed	694440	Suppressed
	"Hawaii"	"15"	"Female"	"F"	"2014"	"2014"	Suppressed	701462	Suppressed
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	Suppressed	706231	Suppressed
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	Suppressed	710942	Suppressed
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	Suppressed	711451	Suppressed
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	Suppressed	709489	Suppressed
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	Suppressed	707832	Suppressed
	"Hawaii"	"15"	"Female"	"F"	"2020 "	"2020"	Suppressed	702640	Suppressed
	"Hawaii"	"15"	"Male"	"M"	"2013"	"2013"	Suppressed	709614	Suppressed
	"Hawaii"	"15"	"Male"	"M"	"2014"	"2014"	Suppressed	718099	Suppressed
	"Hawaii"	"15"	"Male"	"M"	"2015"	"2015"	Suppressed	725372	Suppressed
	"Hawaii"	"15"	"Male"	"M"	"2016"	"2016"	Suppressed	717615	Suppressed
	"Hawaii"	"15"	"Male"	"M"	"2017"	"2017"	Suppressed	716087	Suppressed
	"Hawaii"	"15"	"Male"	"M"	"2018"	"2018"	10	711002	Unreliable
	"Hawaii"	"15"	"Male"	"M"	"2019"	"2019"	15	708040	Unreliable
	"Hawaii"	"15"	"Male"	"M"	"2020 "	"2020"	33	704366	4.7
	"Idaho"	"16"	"Female"	"F"	"2013"	"2013"	Suppressed	805052	Suppressed
	"Idaho"	"16"	"Female"	"F"	"2014"	"2014"	Suppressed	815968	Suppressed
	"Idaho"	"16"	"Female"	"F"	"2015"	"2015"	Suppressed	826183	Suppressed
	"Idaho"	"16"	"Female"	"F"	"2016"	"2016"	Suppressed	839608	Suppressed
	"Idaho"	"16"	"Female"	"F"	"2017"	"2017"	12	856485	Unreliable
	"Idaho"	"16"	"Female"	"F"	"2018"	"2018"	Suppressed	875131	Suppressed
	"Idaho"	"16"	"Female"	"F"	"2019"	"2019"	Suppressed	891137	Suppressed
	"Idaho"	"16"	"Female"	"F"	"2020 "	"2020"	22	910789	2.4
	"Idaho"	"16"	"Male"	"M"	"2013"	"2013"	Suppressed	807084	Suppressed
	"Idaho"	"16"	"Male"	"M"	"2014"	"2014"	Suppressed	818496	Suppressed
	"Idaho"	"16"	"Male"	"M"	"2015"	"2015"	Suppressed	828747	Suppressed
	"Idaho"	"16"	"Male"	"M"	"2016"	"2016"	13	843532	Unreliable
	"Idaho"	"16"	"Male"	"M"	"2017"	"2017"	10	860458	Unreliable
	"Idaho"	"16"	"Male"	"M"	"2018"	"2018"	19	879077	Unreliable
	"Idaho"	"16"	"Male"	"M"	"2019"	"2019"	23	895928	2.6
	"Idaho"	"16"	"Male"	"M"	"2020 "	"2020"	37	916124	4.0
	"Illinois"	"17"	"Female"	"F"	"2013"	"2013"	41	6555652	0.6
	"Illinois"	"17"	"Female"	"F"	"2014"	"2014"	56	6559694	0.9
	"Illinois"	"17"	"Female"	"F"	"2015"	"2015"	97	6545500	1.5
	"Illinois"	"17"	"Female"	"F"	"2016"	"2016"	237	6509748	3.6
	"Illinois"	"17"	"Female"	"F"	"2017"	"2017"	322	6509545	4.9
	"Illinois"	"17"	"Female"	"F"	"2018"	"2018"	407	6480179	6.3
	"Illinois"	"17"	"Female"	"F"	"2019"	"2019"	461	6445263	7.2
	"Illinois"	"17"	"Female"	"F"	"2020 "	"2020"	618	6402224	9.7
	"Illinois"	"17"	"Male"	"M"	"2013"	"2013"	46	6326483	0.7
	"Illinois"	"17"	"Male"	"M"	"2014"	"2014"	71	6320886	1.1
	"Illinois"	"17"	"Male"	"M"	"2015"	"2015"	181	6314495	2.9
	"Illinois"	"17"	"Male"	"M"	"2016"	"2016"	670	6291791	10.6
	"Illinois"	"17"	"Male"	"M"	"2017"	"2017"	929	6292478	14.8
	"Illinois"	"17"	"Male"	"M"	"2018"	"2018"	1161	6260901	18.5
	"Illinois"	"17"	"Male"	"M"	"2019"	"2019"	1245	6226558	20.0
	"Illinois"	"17"	"Male"	"M"	"2020 "	"2020"	1853	6185306	30.0
	"Indiana"	"18"	"Female"	"F"	"2013"	"2013"	15	3334634	Unreliable
	"Indiana"	"18"	"Female"	"F"	"2014"	"2014"	27	3347411	0.8
	"Indiana"	"18"	"Female"	"F"	"2015"	"2015"	35	3357815	1.0
	"Indiana"	"18"	"Female"	"F"	"2016"	"2016"	100	3363491	3.0
	"Indiana"	"18"	"Female"	"F"	"2017"	"2017"	196	3379723	5.8
	"Indiana"	"18"	"Female"	"F"	"2018"	"2018"	232	3391576	6.8
	"Indiana"	"18"	"Female"	"F"	"2019"	"2019"	275	3411859	8.1
	"Indiana"	"18"	"Female"	"F"	"2020 "	"2020"	475	3422994	13.9
	"Indiana"	"18"	"Male"	"M"	"2013"	"2013"	19	3236268	Unreliable
	"Indiana"	"18"	"Male"	"M"	"2014"	"2014"	56	3249444	1.7
	"Indiana"	"18"	"Male"	"M"	"2015"	"2015"	85	3261865	2.6
	"Indiana"	"18"	"Male"	"M"	"2016"	"2016"	204	3269562	6.2
	"Indiana"	"18"	"Male"	"M"	"2017"	"2017"	453	3287095	13.8
	"Indiana"	"18"	"Male"	"M"	"2018"	"2018"	481	3300302	14.6
	"Indiana"	"18"	"Male"	"M"	"2019"	"2019"	624	3320360	18.8
	"Indiana"	"18"	"Male"	"M"	"2020 "	"2020"	1172	3331959	35.2
	"Iowa"	"19"	"Female"	"F"	"2013"	"2013"	18	1557015	Unreliable
	"Iowa"	"19"	"Female"	"F"	"2014"	"2014"	12	1564081	Unreliable
	"Iowa"	"19"	"Female"	"F"	"2015"	"2015"	19	1571873	Unreliable
	"Iowa"	"19"	"Female"	"F"	"2016"	"2016"	15	1575574	Unreliable
	"Iowa"	"19"	"Female"	"F"	"2017"	"2017"	32	1580978	2.0
	"Iowa"	"19"	"Female"	"F"	"2018"	"2018"	19	1585338	Unreliable
	"Iowa"	"19"	"Female"	"F"	"2019"	"2019"	31	1583995	2.0
	"Iowa"	"19"	"Female"	"F"	"2020 "	"2020"	54	1587866	3.4
	"Iowa"	"19"	"Male"	"M"	"2013"	"2013"	14	1533401	Unreliable
	"Iowa"	"19"	"Male"	"M"	"2014"	"2014"	17	1543045	Unreliable
	"Iowa"	"19"	"Male"	"M"	"2015"	"2015"	25	1552026	1.6
	"Iowa"	"19"	"Male"	"M"	"2016"	"2016"	43	1559119	2.8
	"Iowa"	"19"	"Male"	"M"	"2017"	"2017"	60	1564733	3.8
	"Iowa"	"19"	"Male"	"M"	"2018"	"2018"	61	1570807	3.9
	"Iowa"	"19"	"Male"	"M"	"2019"	"2019"	71	1571075	4.5
	"Iowa"	"19"	"Male"	"M"	"2020 "	"2020"	118	1575695	7.5
	"Kansas"	"20"	"Female"	"F"	"2013"	"2013"	16	1452009	Unreliable
	"Kansas"	"20"	"Female"	"F"	"2014"	"2014"	22	1456666	1.5
	"Kansas"	"20"	"Female"	"F"	"2015"	"2015"	19	1458008	Unreliable
	"Kansas"	"20"	"Female"	"F"	"2016"	"2016"	Suppressed	1459530	Suppressed
	"Kansas"	"20"	"Female"	"F"	"2017"	"2017"	13	1461167	Unreliable
	"Kansas"	"20"	"Female"	"F"	"2018"	"2018"	14	1461099	Unreliable
	"Kansas"	"20"	"Female"	"F"	"2019"	"2019"	17	1461617	Unreliable
	"Kansas"	"20"	"Female"	"F"	"2020 "	"2020"	56	1462265	3.8
	"Kansas"	"20"	"Male"	"M"	"2013"	"2013"	21	1441948	1.5
	"Kansas"	"20"	"Male"	"M"	"2014"	"2014"	17	1447355	Unreliable
	"Kansas"	"20"	"Male"	"M"	"2015"	"2015"	17	1453633	Unreliable
	"Kansas"	"20"	"Male"	"M"	"2016"	"2016"	18	1447759	Unreliable
	"Kansas"	"20"	"Male"	"M"	"2017"	"2017"	19	1451956	Unreliable
	"Kansas"	"20"	"Male"	"M"	"2018"	"2018"	36	1450406	2.5
	"Kansas"	"20"	"Male"	"M"	"2019"	"2019"	58	1451697	4.0
	"Kansas"	"20"	"Male"	"M"	"2020 "	"2020"	109	1451540	7.5
	"Kentucky"	"21"	"Female"	"F"	"2013"	"2013"	32	2231899	1.4
	"Kentucky"	"21"	"Female"	"F"	"2014"	"2014"	60	2240299	2.7
	"Kentucky"	"21"	"Female"	"F"	"2015"	"2015"	106	2245998	4.7
	"Kentucky"	"21"	"Female"	"F"	"2016"	"2016"	143	2250421	6.4
	"Kentucky"	"21"	"Female"	"F"	"2017"	"2017"	252	2259871	11.2
	"Kentucky"	"21"	"Female"	"F"	"2018"	"2018"	239	2266891	10.5
	"Kentucky"	"21"	"Female"	"F"	"2019"	"2019"	270	2266644	11.9
	"Kentucky"	"21"	"Female"	"F"	"2020 "	"2020"	426	2271906	18.8
	"Kentucky"	"21"	"Male"	"M"	"2013"	"2013"	44	2163396	2.0
	"Kentucky"	"21"	"Male"	"M"	"2014"	"2014"	119	2173158	5.5
	"Kentucky"	"21"	"Male"	"M"	"2015"	"2015"	217	2179094	10.0
	"Kentucky"	"21"	"Male"	"M"	"2016"	"2016"	322	2186553	14.7
	"Kentucky"	"21"	"Male"	"M"	"2017"	"2017"	528	2194318	24.1
	"Kentucky"	"21"	"Male"	"M"	"2018"	"2018"	505	2201511	22.9
	"Kentucky"	"21"	"Male"	"M"	"2019"	"2019"	555	2201029	25.2
	"Kentucky"	"21"	"Male"	"M"	"2020 "	"2020"	1072	2205345	48.6
	"Louisiana"	"22"	"Female"	"F"	"2013"	"2013"	11	2361537	Unreliable
	"Louisiana"	"22"	"Female"	"F"	"2014"	"2014"	12	2375737	Unreliable
	"Louisiana"	"22"	"Female"	"F"	"2015"	"2015"	10	2386915	Unreliable
	"Louisiana"	"22"	"Female"	"F"	"2016"	"2016"	28	2392296	1.2
	"Louisiana"	"22"	"Female"	"F"	"2017"	"2017"	36	2394887	1.5
	"Louisiana"	"22"	"Female"	"F"	"2018"	"2018"	53	2385219	2.2
	"Louisiana"	"22"	"Female"	"F"	"2019"	"2019"	97	2381744	4.1
	"Louisiana"	"22"	"Female"	"F"	"2020 "	"2020"	196	2381158	8.2
	"Louisiana"	"22"	"Male"	"M"	"2013"	"2013"	15	2263933	Unreliable
	"Louisiana"	"22"	"Male"	"M"	"2014"	"2014"	17	2273939	Unreliable
	"Louisiana"	"22"	"Male"	"M"	"2015"	"2015"	28	2283809	1.2
	"Louisiana"	"22"	"Male"	"M"	"2016"	"2016"	61	2289370	2.7
	"Louisiana"	"22"	"Male"	"M"	"2017"	"2017"	120	2289446	5.2
	"Louisiana"	"22"	"Male"	"M"	"2018"	"2018"	163	2274759	7.2
	"Louisiana"	"22"	"Male"	"M"	"2019"	"2019"	227	2267050	10.0
	"Louisiana"	"22"	"Male"	"M"	"2020 "	"2020"	510	2264160	22.5
	"Maine"	"23"	"Female"	"F"	"2013"	"2013"	11	678082	Unreliable
	"Maine"	"23"	"Female"	"F"	"2014"	"2014"	17	678818	Unreliable
	"Maine"	"23"	"Female"	"F"	"2015"	"2015"	24	678071	3.5
	"Maine"	"23"	"Female"	"F"	"2016"	"2016"	61	678894	9.0
	"Maine"	"23"	"Female"	"F"	"2017"	"2017"	60	681387	8.8
	"Maine"	"23"	"Female"	"F"	"2018"	"2018"	53	683031	7.8
	"Maine"	"23"	"Female"	"F"	"2019"	"2019"	76	686100	11.1
	"Maine"	"23"	"Female"	"F"	"2020 "	"2020"	97	688840	14.1
	"Maine"	"23"	"Male"	"M"	"2013"	"2013"	12	650220	Unreliable
	"Maine"	"23"	"Male"	"M"	"2014"	"2014"	45	651271	6.9
	"Maine"	"23"	"Male"	"M"	"2015"	"2015"	92	651257	14.1
	"Maine"	"23"	"Male"	"M"	"2016"	"2016"	138	652585	21.1
	"Maine"	"23"	"Male"	"M"	"2017"	"2017"	218	654520	33.3
	"Maine"	"23"	"Male"	"M"	"2018"	"2018"	176	655373	26.9
	"Maine"	"23"	"Male"	"M"	"2019"	"2019"	207	658112	31.5
	"Maine"	"23"	"Male"	"M"	"2020 "	"2020"	268	661301	40.5
	"Maryland"	"24"	"Female"	"F"	"2013"	"2013"	34	3054052	1.1
	"Maryland"	"24"	"Female"	"F"	"2014"	"2014"	58	3079989	1.9
	"Maryland"	"24"	"Female"	"F"	"2015"	"2015"	90	3095316	2.9
	"Maryland"	"24"	"Female"	"F"	"2016"	"2016"	277	3101981	8.9
	"Maryland"	"24"	"Female"	"F"	"2017"	"2017"	410	3118023	13.1
	"Maryland"	"24"	"Female"	"F"	"2018"	"2018"	469	3113797	15.1
	"Maryland"	"24"	"Female"	"F"	"2019"	"2019"	498	3116815	16.0
	"Maryland"	"24"	"Female"	"F"	"2020 "	"2020"	616	3123228	19.7
	"Maryland"	"24"	"Male"	"M"	"2013"	"2013"	59	2874762	2.1
	"Maryland"	"24"	"Male"	"M"	"2014"	"2014"	172	2896418	5.9
