"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Connecticut"	"09"	"Female"	"F"	"2015"	"2015"	72	1839139	3.9
	"Connecticut"	"09"	"Female"	"F"	"2016"	"2016"	95	1830837	5.2
	"Connecticut"	"09"	"Female"	"F"	"2017"	"2017"	89	1836384	4.8
	"Connecticut"	"09"	"Female"	"F"	"2018"	"2018"	68	1829270	3.7
	"Connecticut"	"09"	"Female"	"F"	"2019"	"2019"	73	1825870	4.0
	"Connecticut"	"09"	"Female"	"F"	"2020 "	"2020"	42	1822086	2.3
	"Connecticut"	"09"	"Male"	"M"	"2013"	"2013"	173	1754151	9.9
	"Connecticut"	"09"	"Male"	"M"	"2014"	"2014"	222	1754549	12.7
	"Connecticut"	"09"	"Male"	"M"	"2015"	"2015"	318	1751747	18.2
	"Connecticut"	"09"	"Male"	"M"	"2016"	"2016"	355	1745615	20.3
	"Connecticut"	"09"	"Male"	"M"	"2017"	"2017"	336	1751800	19.2
	"Connecticut"	"09"	"Male"	"M"	"2018"	"2018"	270	1743395	15.5
	"Connecticut"	"09"	"Male"	"M"	"2019"	"2019"	266	1739417	15.3
	"Connecticut"	"09"	"Male"	"M"	"2020 "	"2020"	167	1734920	9.6
	"Delaware"	"10"	"Female"	"F"	"2013"	"2013"	Suppressed	477802	Suppressed
	"Delaware"	"10"	"Female"	"F"	"2014"	"2014"	Suppressed	482925	Suppressed
	"Delaware"	"10"	"Female"	"F"	"2015"	"2015"	19	488125	Unreliable
	"Delaware"	"10"	"Female"	"F"	"2016"	"2016"	16	491395	Unreliable
	"Delaware"	"10"	"Female"	"F"	"2017"	"2017"	30	496425	6.0
	"Delaware"	"10"	"Female"	"F"	"2018"	"2018"	36	499244	7.2
	"Delaware"	"10"	"Female"	"F"	"2019"	"2019"	27	502971	5.4
	"Delaware"	"10"	"Female"	"F"	"2020 "	"2020"	27	510069	5.3
	"Delaware"	"10"	"Male"	"M"	"2013"	"2013"	35	447947	7.8
	"Delaware"	"10"	"Male"	"M"	"2014"	"2014"	45	452689	9.9
	"Delaware"	"10"	"Male"	"M"	"2015"	"2015"	45	457809	9.8
	"Delaware"	"10"	"Male"	"M"	"2016"	"2016"	40	460670	8.7
	"Delaware"	"10"	"Male"	"M"	"2017"	"2017"	91	465514	19.5
	"Delaware"	"10"	"Male"	"M"	"2018"	"2018"	107	467927	22.9
	"Delaware"	"10"	"Male"	"M"	"2019"	"2019"	82	470793	17.4
	"Delaware"	"10"	"Male"	"M"	"2020 "	"2020"	64	476740	13.4
	"District of Columbia"	"11"	"Female"	"F"	"2013"	"2013"	Suppressed	340199	Suppressed
	"District of Columbia"	"11"	"Female"	"F"	"2014"	"2014"	Suppressed	346293	Suppressed
	"District of Columbia"	"11"	"Female"	"F"	"2015"	"2015"	15	353627	Unreliable
	"District of Columbia"	"11"	"Female"	"F"	"2016"	"2016"	31	357940	8.7
	"District of Columbia"	"11"	"Female"	"F"	"2017"	"2017"	41	364773	11.2
	"District of Columbia"	"11"	"Female"	"F"	"2018"	"2018"	19	369148	Unreliable
	"District of Columbia"	"11"	"Female"	"F"	"2019"	"2019"	14	371038	Unreliable
	"District of Columbia"	"11"	"Female"	"F"	"2020 "	"2020"	25	374884	6.7
	"District of Columbia"	"11"	"Male"	"M"	"2013"	"2013"	29	306250	9.5
	"District of Columbia"	"11"	"Male"	"M"	"2014"	"2014"	29	312600	9.3
	"District of Columbia"	"11"	"Male"	"M"	"2015"	"2015"	52	318601	16.3
	"District of Columbia"	"11"	"Male"	"M"	"2016"	"2016"	91	323230	28.2
	"District of Columbia"	"11"	"Male"	"M"	"2017"	"2017"	86	329199	26.1
	"District of Columbia"	"11"	"Male"	"M"	"2018"	"2018"	60	333307	18.0
	"District of Columbia"	"11"	"Male"	"M"	"2019"	"2019"	71	334711	21.2
	"District of Columbia"	"11"	"Male"	"M"	"2020 "	"2020"	61	337932	18.1
	"Florida"	"12"	"Female"	"F"	"2013"	"2013"	25	9990213	0.3
	"Florida"	"12"	"Female"	"F"	"2014"	"2014"	73	10170011	0.7
	"Florida"	"12"	"Female"	"F"	"2015"	"2015"	133	10368733	1.3
	"Florida"	"12"	"Female"	"F"	"2016"	"2016"	152	10542288	1.4
	"Florida"	"12"	"Female"	"F"	"2017"	"2017"	197	10727581	1.8
	"Florida"	"12"	"Female"	"F"	"2018"	"2018"	163	10887548	1.5
	"Florida"	"12"	"Female"	"F"	"2019"	"2019"	178	10980681	1.6
	"Florida"	"12"	"Female"	"F"	"2020 "	"2020"	159	11113132	1.4
	"Florida"	"12"	"Male"	"M"	"2013"	"2013"	156	9562647	1.6
	"Florida"	"12"	"Male"	"M"	"2014"	"2014"	271	9723286	2.8
	"Florida"	"12"	"Male"	"M"	"2015"	"2015"	434	9902539	4.4
	"Florida"	"12"	"Male"	"M"	"2016"	"2016"	517	10070151	5.1
	"Florida"	"12"	"Male"	"M"	"2017"	"2017"	510	10256819	5.0
	"Florida"	"12"	"Male"	"M"	"2018"	"2018"	526	10411777	5.1
	"Florida"	"12"	"Male"	"M"	"2019"	"2019"	520	10497056	5.0
	"Florida"	"12"	"Male"	"M"	"2020 "	"2020"	480	10620180	4.5
	"Georgia"	"13"	"Female"	"F"	"2013"	"2013"	13	5110806	Unreliable
	"Georgia"	"13"	"Female"	"F"	"2014"	"2014"	23	5170356	0.4
	"Georgia"	"13"	"Female"	"F"	"2015"	"2015"	49	5234978	0.9
	"Georgia"	"13"	"Female"	"F"	"2016"	"2016"	40	5289906	0.8
	"Georgia"	"13"	"Female"	"F"	"2017"	"2017"	55	5353872	1.0
	"Georgia"	"13"	"Female"	"F"	"2018"	"2018"	75	5404059	1.4
	"Georgia"	"13"	"Female"	"F"	"2019"	"2019"	60	5456999	1.1
	"Georgia"	"13"	"Female"	"F"	"2020 "	"2020"	106	5508468	1.9
	"Georgia"	"13"	"Male"	"M"	"2013"	"2013"	54	4881361	1.1
	"Georgia"	"13"	"Male"	"M"	"2014"	"2014"	130	4926987	2.6
	"Georgia"	"13"	"Male"	"M"	"2015"	"2015"	173	4979882	3.5
	"Georgia"	"13"	"Male"	"M"	"2016"	"2016"	186	5020465	3.7
	"Georgia"	"13"	"Male"	"M"	"2017"	"2017"	208	5075507	4.1
	"Georgia"	"13"	"Male"	"M"	"2018"	"2018"	224	5115416	4.4
	"Georgia"	"13"	"Male"	"M"	"2019"	"2019"	238	5160424	4.6
	"Georgia"	"13"	"Male"	"M"	"2020 "	"2020"	289	5201549	5.6
	"Hawaii"	"15"	"Female"	"F"	"2013"	"2013"	Suppressed	694440	Suppressed
	"Hawaii"	"15"	"Female"	"F"	"2014"	"2014"	Suppressed	701462	Suppressed
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	Suppressed	706231	Suppressed
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	Suppressed	710942	Suppressed
	"Hawaii"	"15"	"Female"	"F"	"2017"	"2017"	Suppressed	711451	Suppressed
	"Hawaii"	"15"	"Female"	"F"	"2018"	"2018"	Suppressed	709489	Suppressed
	"Hawaii"	"15"	"Female"	"F"	"2019"	"2019"	Suppressed	707832	Suppressed
	"Hawaii"	"15"	"Female"	"F"	"2020 "	"2020"	Suppressed	702640	Suppressed
	"Hawaii"	"15"	"Male"	"M"	"2013"	"2013"	Suppressed	709614	Suppressed
	"Hawaii"	"15"	"Male"	"M"	"2014"	"2014"	10	718099	Unreliable
	"Hawaii"	"15"	"Male"	"M"	"2015"	"2015"	12	725372	Unreliable
	"Hawaii"	"15"	"Male"	"M"	"2016"	"2016"	17	717615	Unreliable
	"Hawaii"	"15"	"Male"	"M"	"2017"	"2017"	10	716087	Unreliable
	"Hawaii"	"15"	"Male"	"M"	"2018"	"2018"	12	711002	Unreliable
	"Hawaii"	"15"	"Male"	"M"	"2019"	"2019"	12	708040	Unreliable
	"Hawaii"	"15"	"Male"	"M"	"2020 "	"2020"	15	704366	Unreliable
	"Idaho"	"16"	"Female"	"F"	"2013"	"2013"	Suppressed	805052	Suppressed
	"Idaho"	"16"	"Female"	"F"	"2014"	"2014"	Suppressed	815968	Suppressed
	"Idaho"	"16"	"Female"	"F"	"2015"	"2015"	Suppressed	826183	Suppressed
	"Idaho"	"16"	"Female"	"F"	"2016"	"2016"	Suppressed	839608	Suppressed
	"Idaho"	"16"	"Female"	"F"	"2017"	"2017"	Suppressed	856485	Suppressed
	"Idaho"	"16"	"Female"	"F"	"2018"	"2018"	Suppressed	875131	Suppressed
	"Idaho"	"16"	"Female"	"F"	"2019"	"2019"	12	891137	Unreliable
	"Idaho"	"16"	"Female"	"F"	"2020 "	"2020"	11	910789	Unreliable
	"Idaho"	"16"	"Male"	"M"	"2013"	"2013"	Suppressed	807084	Suppressed
	"Idaho"	"16"	"Male"	"M"	"2014"	"2014"	Suppressed	818496	Suppressed
	"Idaho"	"16"	"Male"	"M"	"2015"	"2015"	15	828747	Unreliable
	"Idaho"	"16"	"Male"	"M"	"2016"	"2016"	23	843532	2.7
	"Idaho"	"16"	"Male"	"M"	"2017"	"2017"	20	860458	2.3
	"Idaho"	"16"	"Male"	"M"	"2018"	"2018"	21	879077	2.4
	"Idaho"	"16"	"Male"	"M"	"2019"	"2019"	26	895928	2.9
	"Idaho"	"16"	"Male"	"M"	"2020 "	"2020"	27	916124	2.9
	"Illinois"	"17"	"Female"	"F"	"2013"	"2013"	105	6555652	1.6
	"Illinois"	"17"	"Female"	"F"	"2014"	"2014"	172	6559694	2.6
	"Illinois"	"17"	"Female"	"F"	"2015"	"2015"	217	6545500	3.3
	"Illinois"	"17"	"Female"	"F"	"2016"	"2016"	243	6509748	3.7
	"Illinois"	"17"	"Female"	"F"	"2017"	"2017"	294	6509545	4.5
	"Illinois"	"17"	"Female"	"F"	"2018"	"2018"	266	6480179	4.1
	"Illinois"	"17"	"Female"	"F"	"2019"	"2019"	245	6445263	3.8
	"Illinois"	"17"	"Female"	"F"	"2020 "	"2020"	249	6402224	3.9
	"Illinois"	"17"	"Male"	"M"	"2013"	"2013"	478	6326483	7.6
	"Illinois"	"17"	"Male"	"M"	"2014"	"2014"	539	6320886	8.5
	"Illinois"	"17"	"Male"	"M"	"2015"	"2015"	627	6314495	9.9
	"Illinois"	"17"	"Male"	"M"	"2016"	"2016"	797	6291791	12.7
	"Illinois"	"17"	"Male"	"M"	"2017"	"2017"	893	6292478	14.2
	"Illinois"	"17"	"Male"	"M"	"2018"	"2018"	784	6260901	12.5
	"Illinois"	"17"	"Male"	"M"	"2019"	"2019"	733	6226558	11.8
	"Illinois"	"17"	"Male"	"M"	"2020 "	"2020"	803	6185306	13.0
	"Indiana"	"18"	"Female"	"F"	"2013"	"2013"	30	3334634	0.9
	"Indiana"	"18"	"Female"	"F"	"2014"	"2014"	39	3347411	1.2
	"Indiana"	"18"	"Female"	"F"	"2015"	"2015"	67	3357815	2.0
	"Indiana"	"18"	"Female"	"F"	"2016"	"2016"	73	3363491	2.2
	"Indiana"	"18"	"Female"	"F"	"2017"	"2017"	92	3379723	2.7
	"Indiana"	"18"	"Female"	"F"	"2018"	"2018"	97	3391576	2.9
	"Indiana"	"18"	"Female"	"F"	"2019"	"2019"	104	3411859	3.0
	"Indiana"	"18"	"Female"	"F"	"2020 "	"2020"	68	3422994	2.0
	"Indiana"	"18"	"Male"	"M"	"2013"	"2013"	130	3236268	4.0
	"Indiana"	"18"	"Male"	"M"	"2014"	"2014"	134	3249444	4.1
	"Indiana"	"18"	"Male"	"M"	"2015"	"2015"	173	3261865	5.3
	"Indiana"	"18"	"Male"	"M"	"2016"	"2016"	224	3269562	6.9
	"Indiana"	"18"	"Male"	"M"	"2017"	"2017"	235	3287095	7.1
	"Indiana"	"18"	"Male"	"M"	"2018"	"2018"	214	3300302	6.5
	"Indiana"	"18"	"Male"	"M"	"2019"	"2019"	204	3320360	6.1
	"Indiana"	"18"	"Male"	"M"	"2020 "	"2020"	145	3331959	4.4
	"Iowa"	"19"	"Female"	"F"	"2013"	"2013"	Suppressed	1557015	Suppressed
	"Iowa"	"19"	"Female"	"F"	"2014"	"2014"	11	1564081	Unreliable
	"Iowa"	"19"	"Female"	"F"	"2015"	"2015"	11	1571873	Unreliable
	"Iowa"	"19"	"Female"	"F"	"2016"	"2016"	11	1575574	Unreliable
	"Iowa"	"19"	"Female"	"F"	"2017"	"2017"	17	1580978	Unreliable
	"Iowa"	"19"	"Female"	"F"	"2018"	"2018"	Suppressed	1585338	Suppressed
	"Iowa"	"19"	"Female"	"F"	"2019"	"2019"	10	1583995	Unreliable
	"Iowa"	"19"	"Female"	"F"	"2020 "	"2020"	16	1587866	Unreliable
	"Iowa"	"19"	"Male"	"M"	"2013"	"2013"	23	1533401	1.5
	"Iowa"	"19"	"Male"	"M"	"2014"	"2014"	26	1543045	1.7
	"Iowa"	"19"	"Male"	"M"	"2015"	"2015"	34	1552026	2.2
	"Iowa"	"19"	"Male"	"M"	"2016"	"2016"	36	1559119	2.3
	"Iowa"	"19"	"Male"	"M"	"2017"	"2017"	44	1564733	2.8
	"Iowa"	"19"	"Male"	"M"	"2018"	"2018"	29	1570807	1.8
	"Iowa"	"19"	"Male"	"M"	"2019"	"2019"	35	1571075	2.2
	"Iowa"	"19"	"Male"	"M"	"2020 "	"2020"	39	1575695	2.5
	"Kansas"	"20"	"Female"	"F"	"2013"	"2013"	Suppressed	1452009	Suppressed
	"Kansas"	"20"	"Female"	"F"	"2014"	"2014"	Suppressed	1456666	Suppressed
	"Kansas"	"20"	"Female"	"F"	"2015"	"2015"	Suppressed	1458008	Suppressed
	"Kansas"	"20"	"Female"	"F"	"2016"	"2016"	Suppressed	1459530	Suppressed
	"Kansas"	"20"	"Female"	"F"	"2017"	"2017"	Suppressed	1461167	Suppressed
	"Kansas"	"20"	"Female"	"F"	"2018"	"2018"	12	1461099	Unreliable
	"Kansas"	"20"	"Female"	"F"	"2019"	"2019"	10	1461617	Unreliable
	"Kansas"	"20"	"Female"	"F"	"2020 "	"2020"	Suppressed	1462265	Suppressed
	"Kansas"	"20"	"Male"	"M"	"2013"	"2013"	12	1441948	Unreliable
	"Kansas"	"20"	"Male"	"M"	"2014"	"2014"	17	1447355	Unreliable
	"Kansas"	"20"	"Male"	"M"	"2015"	"2015"	15	1453633	Unreliable
	"Kansas"	"20"	"Male"	"M"	"2016"	"2016"	28	1447759	1.9
	"Kansas"	"20"	"Male"	"M"	"2017"	"2017"	19	1451956	Unreliable
	"Kansas"	"20"	"Male"	"M"	"2018"	"2018"	21	1450406	1.4
	"Kansas"	"20"	"Male"	"M"	"2019"	"2019"	32	1451697	2.2
	"Kansas"	"20"	"Male"	"M"	"2020 "	"2020"	27	1451540	1.9
	"Kentucky"	"21"	"Female"	"F"	"2013"	"2013"	51	2231899	2.3
	"Kentucky"	"21"	"Female"	"F"	"2014"	"2014"	62	2240299	2.8
	"Kentucky"	"21"	"Female"	"F"	"2015"	"2015"	88	2245998	3.9
	"Kentucky"	"21"	"Female"	"F"	"2016"	"2016"	94	2250421	4.2
	"Kentucky"	"21"	"Female"	"F"	"2017"	"2017"	79	2259871	3.5
	"Kentucky"	"21"	"Female"	"F"	"2018"	"2018"	41	2266891	1.8
	"Kentucky"	"21"	"Female"	"F"	"2019"	"2019"	38	2266644	1.7
	"Kentucky"	"21"	"Female"	"F"	"2020 "	"2020"	25	2271906	1.1
	"Kentucky"	"21"	"Male"	"M"	"2013"	"2013"	164	2163396	7.6
	"Kentucky"	"21"	"Male"	"M"	"2014"	"2014"	166	2173158	7.6
	"Kentucky"	"21"	"Male"	"M"	"2015"	"2015"	222	2179094	10.2
	"Kentucky"	"21"	"Male"	"M"	"2016"	"2016"	217	2186553	9.9
	"Kentucky"	"21"	"Male"	"M"	"2017"	"2017"	190	2194318	8.7
	"Kentucky"	"21"	"Male"	"M"	"2018"	"2018"	99	2201511	4.5
	"Kentucky"	"21"	"Male"	"M"	"2019"	"2019"	114	2201029	5.2
	"Kentucky"	"21"	"Male"	"M"	"2020 "	"2020"	92	2205345	4.2
	"Louisiana"	"22"	"Female"	"F"	"2013"	"2013"	26	2361537	1.1
	"Louisiana"	"22"	"Female"	"F"	"2014"	"2014"	19	2375737	Unreliable
	"Louisiana"	"22"	"Female"	"F"	"2015"	"2015"	28	2386915	1.2
	"Louisiana"	"22"	"Female"	"F"	"2016"	"2016"	40	2392296	1.7
	"Louisiana"	"22"	"Female"	"F"	"2017"	"2017"	42	2394887	1.8
	"Louisiana"	"22"	"Female"	"F"	"2018"	"2018"	39	2385219	1.6
	"Louisiana"	"22"	"Female"	"F"	"2019"	"2019"	57	2381744	2.4
	"Louisiana"	"22"	"Female"	"F"	"2020 "	"2020"	69	2381158	2.9
	"Louisiana"	"22"	"Male"	"M"	"2013"	"2013"	95	2263933	4.2
	"Louisiana"	"22"	"Male"	"M"	"2014"	"2014"	88	2273939	3.9
	"Louisiana"	"22"	"Male"	"M"	"2015"	"2015"	98	2283809	4.3
	"Louisiana"	"22"	"Male"	"M"	"2016"	"2016"	109	2289370	4.8
	"Louisiana"	"22"	"Male"	"M"	"2017"	"2017"	120	2289446	5.2
	"Louisiana"	"22"	"Male"	"M"	"2018"	"2018"	128	2274759	5.6
	"Louisiana"	"22"	"Male"	"M"	"2019"	"2019"	165	2267050	7.3
	"Louisiana"	"22"	"Male"	"M"	"2020 "	"2020"	195	2264160	8.6
	"Maine"	"23"	"Female"	"F"	"2013"	"2013"	Suppressed	678082	Suppressed
	"Maine"	"23"	"Female"	"F"	"2014"	"2014"	Suppressed	678818	Suppressed
	"Maine"	"23"	"Female"	"F"	"2015"	"2015"	13	678071	Unreliable
	"Maine"	"23"	"Female"	"F"	"2016"	"2016"	18	678894	Unreliable
	"Maine"	"23"	"Female"	"F"	"2017"	"2017"	15	681387	Unreliable
	"Maine"	"23"	"Female"	"F"	"2018"	"2018"	16	683031	Unreliable
	"Maine"	"23"	"Female"	"F"	"2019"	"2019"	18	686100	Unreliable
	"Maine"	"23"	"Female"	"F"	"2020 "	"2020"	Suppressed	688840	Suppressed
	"Maine"	"23"	"Male"	"M"	"2013"	"2013"	14	650220	Unreliable
	"Maine"	"23"	"Male"	"M"	"2014"	"2014"	29	651271	4.5
	"Maine"	"23"	"Male"	"M"	"2015"	"2015"	39	651257	6.0
	"Maine"	"23"	"Male"	"M"	"2016"	"2016"	37	652585	5.7
	"Maine"	"23"	"Male"	"M"	"2017"	"2017"	61	654520	9.3
	"Maine"	"23"	"Male"	"M"	"2018"	"2018"	55	655373	8.4
	"Maine"	"23"	"Male"	"M"	"2019"	"2019"	40	658112	6.1
	"Maine"	"23"	"Male"	"M"	"2020 "	"2020"	42	661301	6.4
	"Maryland"	"24"	"Female"	"F"	"2013"	"2013"	33	3054052	1.1
	"Maryland"	"24"	"Female"	"F"	"2014"	"2014"	63	3079989	2.0
	"Maryland"	"24"	"Female"	"F"	"2015"	"2015"	62	3095316	2.0
	"Maryland"	"24"	"Female"	"F"	"2016"	"2016"	137	3101981	4.4
	"Maryland"	"24"	"Female"	"F"	"2017"	"2017"	109	3118023	3.5
	"Maryland"	"24"	"Female"	"F"	"2018"	"2018"	83	3113797	2.7
	"Maryland"	"24"	"Female"	"F"	"2019"	"2019"	52	3116815	1.7
	"Maryland"	"24"	"Female"	"F"	"2020 "	"2020"	30	3123228	1.0
	"Maryland"	"24"	"Male"	"M"	"2013"	"2013"	184	2874762	6.4
	"Maryland"	"24"	"Male"	"M"	"2014"	"2014"	250	2896418	8.6
